opinion_label,attack_label,n_profiles,unweighted_susceptibility,sender_reach_weighted_susceptibility,sender_reach_susceptibility_alignment,sender_reach_susceptibility_alignment_z,sender_reach_weighted_susceptibility_percentile,sender_reach_susceptibility_alignment_index,susceptibility_sender_reach_rank_r,vulnerability_hub_sender_reach_mass,resilience_anchor_sender_reach_mass,hub_minus_anchor_sender_reach_mass,top20_sender_reach_susceptibility_gap,centrality_weighted_susceptibility,centrality_susceptibility_excess,centrality_susceptibility_excess_z,centrality_weighted_susceptibility_percentile,centrality_susceptibility_alignment_index,susceptibility_centrality_rank_r,vulnerability_hub_centrality_mass,resilience_anchor_centrality_mass,hub_minus_anchor_centrality_mass,top20_centrality_susceptibility_gap,interpretation
National_Sovereignty_Priority,Headline_And_Lede_Misframing,100,21.14,21.50804981790942,0.3680498179094194,0.03959576432485126,0.5221857147092098,0.04437142941841965,-0.0027842784278427892,0.6023380158758977,0.3705883929101566,0.23174962296574114,0.07499999999999929,21.50804981790942,0.3680498179094194,0.03959576432485126,0.5221857147092098,0.04437142941841965,-0.0027842784278427892,0.6023380158758977,0.3705883929101566,0.23174962296574114,0.07499999999999929,sender_reach_shifted_to_susceptible
Unilateralism_Preference,Repost_Bot_Amplification,100,33.45,33.668641293971994,0.2186412939719915,0.017221322874997953,0.5277732063585352,0.05554641271707039,0.05938193819381965,0.5270102587774133,0.445916150008641,0.08109410876877227,-0.625,33.668641293971994,0.2186412939719915,0.017221322874997953,0.5277732063585352,0.05554641271707039,0.05938193819381965,0.5270102587774133,0.445916150008641,0.08109410876877227,-0.625,sender_reach_shifted_to_susceptible
Trust_In_Mainstream_Journalism,Petition_Astroturf,100,36.38,36.684457013181856,0.30445701318185314,0.01679814029504362,0.5087867385760358,0.017573477152071693,0.08627662766276667,0.5020655929779584,0.470860815808096,0.031204777169862363,1.0250000000000057,36.684457013181856,0.30445701318185314,0.01679814029504362,0.5087867385760358,0.017573477152071693,0.08627662766276667,0.5020655929779584,0.470860815808096,0.031204777169862363,1.0250000000000057,sender_reach_shifted_to_susceptible
Energy_Sovereignty_Investment_Support,Headline_And_Lede_Misframing,100,18.48,18.58209344783404,0.10209344783404006,0.011478450784745898,0.4953841996463813,-0.009231600707237386,-0.0066126612661268295,0.495528263280498,0.4773981455055563,0.018130117774941668,-0.6000000000000014,18.58209344783404,0.10209344783404006,0.011478450784745898,0.4953841996463813,-0.009231600707237386,-0.0066126612661268295,0.495528263280498,0.4773981455055563,0.018130117774941668,-0.6000000000000014,sender_reach_shifted_to_susceptible
Alliance_Commitment_Support,Headline_And_Lede_Misframing,100,20.42,20.50843256984237,0.08843256984236803,0.008031244252542412,0.515006486448116,0.03001297289623195,-0.029846984698470278,0.4819325446883971,0.49099386409765705,-0.009061319409259971,0.7250000000000014,20.50843256984237,0.08843256984236803,0.008031244252542412,0.515006486448116,0.03001297289623195,-0.029846984698470278,0.4819325446883971,0.49099386409765705,-0.009061319409259971,0.7250000000000014,sender_reach_shifted_to_susceptible
National_Sovereignty_Priority,Quote_Context_Stripping,100,20.49,20.236565303628534,-0.253434696371464,-0.027432447910199758,0.4949407555003154,-0.01011848899936918,-0.09861386138613842,0.5080421803769546,0.4648842284090997,0.04315795196785488,-0.3000000000000007,20.236565303628534,-0.253434696371464,-0.027432447910199758,0.4949407555003154,-0.01011848899936918,-0.09861386138613842,0.5080421803769546,0.4648842284090997,0.04315795196785488,-0.3000000000000007,sender_reach_shifted_to_resilient
Alliance_Commitment_Support,Repost_Bot_Amplification,100,32.6,32.11776921047147,-0.48223078952852916,-0.035782699405576636,0.4807286567857604,-0.038542686428479245,0.019813981398140015,0.41306422887507477,0.5598621799109796,-0.14679795103590487,-2.625,32.11776921047147,-0.48223078952852916,-0.035782699405576636,0.4807286567857604,-0.038542686428479245,0.019813981398140015,0.41306422887507477,0.5598621799109796,-0.14679795103590487,-2.625,sender_reach_shifted_to_resilient
Energy_Sovereignty_Investment_Support,Credentialed_Domain_Persona_Fabrication,100,39.1,38.47705539721859,-0.6229446027814092,-0.03678856604269868,0.46697046011526905,-0.0660590797694619,-0.1686408640864087,0.3969696236058801,0.5759567851801742,-0.17898716157429412,-3.0,38.47705539721859,-0.6229446027814092,-0.03678856604269868,0.46697046011526905,-0.0660590797694619,-0.1686408640864087,0.3969696236058801,0.5759567851801742,-0.17898716157429412,-3.0,sender_reach_shifted_to_resilient
Unilateralism_Preference,Credentialed_Domain_Persona_Fabrication,100,36.12,35.402678669600974,-0.7173213303990238,-0.04665356818539328,0.5029705049789641,0.005941009957928234,0.04186018601860189,0.4920878639363445,0.48083854484970984,0.01124931908663468,-0.8999999999999986,35.402678669600974,-0.7173213303990238,-0.04665356818539328,0.5029705049789641,0.005941009957928234,0.04186018601860189,0.4920878639363445,0.48083854484970984,0.01124931908663468,-0.8999999999999986,sender_reach_shifted_to_resilient
Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,100,19.13,18.500068794984184,-0.629931205015815,-0.07403627083526303,0.47183383517329686,-0.05633232965340629,-0.024134413441344565,0.41262702025431547,0.5602993885317388,-0.1476723682774233,-2.1000000000000014,18.500068794984184,-0.629931205015815,-0.07403627083526303,0.47183383517329686,-0.05633232965340629,-0.024134413441344565,0.41262702025431547,0.5602993885317388,-0.1476723682774233,-2.1000000000000014,sender_reach_shifted_to_resilient
Alliance_Commitment_Support,Quote_Context_Stripping,100,18.79,17.876782261220274,-0.9132177387797249,-0.07884708411108693,0.4820300914885964,-0.03593981702280724,-0.09509750975097502,0.5257120860558868,0.4472143227301675,0.07849776332571934,-0.5499999999999972,17.876782261220274,-0.9132177387797249,-0.07884708411108693,0.4820300914885964,-0.03593981702280724,-0.09509750975097502,0.5257120860558868,0.4472143227301675,0.07849776332571934,-0.5499999999999972,sender_reach_shifted_to_resilient
Trust_In_Electoral_Process,Petition_Astroturf,100,35.73,34.27398922782236,-1.4560107721776347,-0.08133540602214354,0.4835252735797399,-0.0329494528405202,-0.10057005700570061,0.48260922067074796,0.4903171881153063,-0.007707967444558317,-6.225000000000001,34.27398922782236,-1.4560107721776347,-0.08133540602214354,0.4835252735797399,-0.0329494528405202,-0.10057005700570061,0.48260922067074796,0.4903171881153063,-0.007707967444558317,-6.225000000000001,sender_reach_shifted_to_resilient
Unilateralism_Preference,Quote_Context_Stripping,100,18.43,17.570898277122687,-0.8591017228773126,-0.0921238521483765,0.4927319736770204,-0.014536052645959252,-0.12543654365436513,0.48052115867204603,0.4924052501140083,-0.011884091441962286,-2.8500000000000014,17.570898277122687,-0.8591017228773126,-0.0921238521483765,0.4927319736770204,-0.014536052645959252,-0.12543654365436513,0.48052115867204603,0.4924052501140083,-0.011884091441962286,-2.8500000000000014,sender_reach_shifted_to_resilient
Trust_In_Electoral_Process,Quote_Context_Stripping,100,18.47,17.69994281248274,-0.7700571875172599,-0.09359736209406289,0.47168196251457073,-0.05663607497085854,-0.03565556555655619,0.48757235821013395,0.48535405057592046,0.00221830763421349,-2.0874999999999986,17.69994281248274,-0.7700571875172599,-0.09359736209406289,0.47168196251457073,-0.05663607497085854,-0.03565556555655619,0.48757235821013395,0.48535405057592046,0.00221830763421349,-2.0874999999999986,sender_reach_shifted_to_resilient
Energy_Sovereignty_Investment_Support,Petition_Astroturf,100,34.45,32.6761681967532,-1.7738318032468001,-0.12105669963369765,0.46580699650937785,-0.06838600698124431,-0.15111911191119093,0.4915556766019209,0.4813707321841333,0.010184944417787611,-2.625,32.6761681967532,-1.7738318032468001,-0.12105669963369765,0.46580699650937785,-0.06838600698124431,-0.15111911191119093,0.4915556766019209,0.4813707321841333,0.010184944417787611,-2.625,sender_reach_shifted_to_resilient
Unilateralism_Preference,Petition_Astroturf,100,32.74,31.133318090420325,-1.6066819095796774,-0.12477322519588434,0.4840088702080619,-0.03198225958387624,-0.09352535253525347,0.5846443482024108,0.38828206058364356,0.19636228761876728,-2.9250000000000043,31.133318090420325,-1.6066819095796774,-0.12477322519588434,0.4840088702080619,-0.03198225958387624,-0.09352535253525347,0.5846443482024108,0.38828206058364356,0.19636228761876728,-2.9250000000000043,sender_reach_shifted_to_resilient
Unilateralism_Preference,Headline_And_Lede_Misframing,100,19.77,18.40920590760383,-1.3607940923961692,-0.14224640208209455,0.4674233372397249,-0.0651533255205502,-0.04904890489048887,0.4580597222075007,0.5148666865785538,-0.05680696437105315,-1.2124999999999986,18.40920590760383,-1.3607940923961692,-0.14224640208209455,0.4674233372397249,-0.0651533255205502,-0.04904890489048887,0.4580597222075007,0.5148666865785538,-0.05680696437105315,-1.2124999999999986,sender_reach_shifted_to_resilient
Trust_In_Electoral_Process,Repost_Bot_Amplification,100,33.25,30.627530720262932,-2.622469279737068,-0.16293108228579317,0.44595803905407827,-0.10808392189184346,-0.1322412241224117,0.4027026858000019,0.5702237229860524,-0.1675210371860505,-2.625,30.627530720262932,-2.622469279737068,-0.16293108228579317,0.44595803905407827,-0.10808392189184346,-0.1322412241224117,0.4027026858000019,0.5702237229860524,-0.1675210371860505,-2.625,sender_reach_shifted_to_resilient
Trust_In_Mainstream_Journalism,Credentialed_Domain_Persona_Fabrication,100,42.87,38.741854627960635,-4.128145372039363,-0.19385171195442816,0.4595747111557264,-0.0808505776885472,-0.18046204620462086,0.49802367361163763,0.4749027351744169,0.02312093843722074,-8.587499999999999,38.741854627960635,-4.128145372039363,-0.19385171195442816,0.4595747111557264,-0.0808505776885472,-0.18046204620462086,0.49802367361163763,0.4749027351744169,0.02312093843722074,-8.587499999999999,sender_reach_shifted_to_resilient
Trade_With_Authoritarian_States_Support,Repost_Bot_Amplification,100,31.98,28.85463620069414,-3.125363799305859,-0.24387183052491293,0.4530268985502833,-0.09394620289943345,-0.177317731773177,0.5687252857975095,0.40420112298854477,0.1645241628089647,-3.7250000000000014,28.85463620069414,-3.125363799305859,-0.24387183052491293,0.4530268985502833,-0.09394620289943345,-0.177317731773177,0.5687252857975095,0.40420112298854477,0.1645241628089647,-3.7250000000000014,sender_reach_shifted_to_resilient
National_Sovereignty_Priority,Petition_Astroturf,100,36.17,31.27973336584695,-4.8902666341530505,-0.25736780413036187,0.4345630642893874,-0.1308738714212252,-0.2017521752175215,0.35885176886140785,0.6140746399246465,-0.25522287106323865,-8.649999999999999,31.27973336584695,-4.8902666341530505,-0.25736780413036187,0.4345630642893874,-0.1308738714212252,-0.2017521752175215,0.35885176886140785,0.6140746399246465,-0.25522287106323865,-8.649999999999999,sender_reach_shifted_to_resilient
Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,100,40.34,36.483974755515,-3.8560252444850036,-0.2765583805093132,0.4165197698744674,-0.16696046025106515,-0.2848244824482448,0.3334962634011252,0.6394301453849291,-0.30593388198380395,-7.987499999999997,36.483974755515,-3.8560252444850036,-0.2765583805093132,0.4165197698744674,-0.16696046025106515,-0.2848244824482448,0.3334962634011252,0.6394301453849291,-0.30593388198380395,-7.987499999999997,sender_reach_shifted_to_resilient
