family,trait,column,beta_std,ci_low,ci_high,p_value,n,q_value,significant
Big Five,Big Five Neuroticism Stress Vulnerability,profile_cont_big_five_neuroticism_stress_vulnerability,0.02652052492825957,0.005489666394317239,0.047551383462201904,0.013452059191023423,8572,0.025622969887663664,True
Ideology,Socio Cultural Liberal Conservative Gender And Sexuality Liberalism,profile_cont_ideological_dimensions_two_axis_model_socio_cultural_liberal_conservative_gender_and_sexuality_liberalism,-0.025463622782034873,-0.04647195487430751,-0.004455290689762231,0.01751956323608688,8572,0.2644353171809833,False
Big Five,Big Five Neuroticism Anxiety,profile_cont_big_five_neuroticism_anxiety,0.025051970601752023,0.004596766629540113,0.04550717457396393,0.01637653372081637,8572,0.029775515856029763,True
Big Five,Big Five Neuroticism Self Consciousness,profile_cont_big_five_neuroticism_self_consciousness,0.02469659139689863,0.004233520858959082,0.045159661934838176,0.018008033416865882,8572,0.03131831898585371,True
Big Five,Big Five Neuroticism Depression,profile_cont_big_five_neuroticism_depression,0.023524358063880185,0.0025422441090696725,0.04450647201869069,0.027989179738164196,8572,0.04664863289694033,True
Ideology,Socio Cultural Liberal Conservative,profile_cont_political_profile_ideological_dimensions_two_axis_model_socio_cultural_liberal_conservative_mean_pct,-0.022238415879184324,-0.0435870971080909,-0.000889734650277748,0.041186451661256555,8572,0.2644353171809833,False
Ideology,Gal Tan Traditional Authoritarian Nationalist Strong Leader Preference,profile_cont_gal_tan_model_traditional_authoritarian_nationalist_strong_leader_preference,-0.021741752561969772,-0.04288444012243621,-0.000599065001503335,0.04385245832943757,8572,0.2644353171809833,False
Big Five,Big Five Agreeableness Trust,profile_cont_big_five_agreeableness_trust,0.020675056750527325,-0.0011106881808573797,0.04246080168191203,0.06287980455433871,8572,0.10060768728694194,False
Ideology,Socio Cultural Liberal Conservative Lifestyle Permissiveness,profile_cont_ideological_dimensions_two_axis_model_socio_cultural_liberal_conservative_lifestyle_permissiveness,-0.019802968334040463,-0.041275554666930975,0.0016696179988500495,0.07067416289420679,8572,0.2644353171809833,False
Ideology,Gal Tan Traditional Authoritarian Nationalist National Order And Unity Preference,profile_cont_gal_tan_model_traditional_authoritarian_nationalist_national_order_and_unity_preference,-0.019208501817897176,-0.040375459153634885,0.0019584555178405287,0.07530209759528723,8572,0.2644353171809833,False
Political Psychology,Populist Attitudes People Centrism,profile_cont_political_profile_populist_attitudes_model_people_centrism,0.019133411296900896,-0.0023930862696377765,0.040659908863439564,0.08149512808697736,8572,0.43178484887447893,False
Ideology,Socio Cultural Liberal Conservative Religious And Moral Traditionalism,profile_cont_ideological_dimensions_two_axis_model_socio_cultural_liberal_conservative_religious_and_moral_traditionalism,-0.01897103494307388,-0.04013507384956838,0.0021930039634206165,0.07893932408569447,8572,0.2644353171809833,False
Big Five,Big Five Agreeableness Modesty,profile_cont_big_five_agreeableness_modesty,0.01880043541838151,-0.001844659914234853,0.039445530750997874,0.0742873960529622,8572,0.11428830161994183,False
Ideology,Economic Left Right Welfare State Support,profile_cont_ideological_dimensions_two_axis_model_economic_left_right_welfare_state_support,0.018740747113963757,-0.0024117781499394184,0.03989327237786693,0.08247689033203613,8572,0.2644353171809833,False
Ideology,Economic Left Right Labor And Union Support,profile_cont_ideological_dimensions_two_axis_model_economic_left_right_labor_and_union_support,0.01872800816589943,-0.002540231100227528,0.039996247432026386,0.08437075721259835,8572,0.2644353171809833,False
Big Five,Big Five Agreeableness Straightforwardness,profile_cont_big_five_agreeableness_straightforwardness,0.018616084330761565,-0.0021944531076163627,0.0394266217691395,0.07955267282893984,8572,0.11785581159842938,False
Ideology,Gal Tan Traditional Authoritarian Nationalist,profile_cont_political_profile_gal_tan_model_traditional_authoritarian_nationalist_mean_pct,-0.018269230417299186,-0.03940379043422218,0.0028653295996238087,0.09021953684682535,8572,0.2644353171809833,False
Political Psychology,Political Trust And Legitimacy Trust In Science And Experts,profile_cont_political_profile_political_trust_and_legitimacy_model_trust_in_science_and_experts,-0.018237290703166417,-0.03948178320573627,0.00300720179940343,0.09246668729313136,8572,0.43178484887447893,False
Political Psychology,Populist Attitudes,profile_cont_demographics_and_identity_political_profile_populist_attitudes_model_mean_pct,0.018124522375031062,-0.003960450375161073,0.0402094951252232,0.10772836761064958,8572,0.43178484887447893,False
Political Psychology,Nationalism And Cosmopolitanism Ethnic Nationalism,profile_cont_political_profile_nationalism_and_cosmopolitanism_model_ethnic_nationalism,0.018049169603216706,-0.003528492539613459,0.03962683174604687,0.1011174136770511,8572,0.43178484887447893,False
Political Psychology,Nationalism And Cosmopolitanism Civic Nationalism,profile_cont_political_profile_nationalism_and_cosmopolitanism_model_civic_nationalism,0.01803219294088232,-0.0034726808045766507,0.039537066686341285,0.10028732453993447,8572,0.43178484887447893,False
Ideology,Economic Left Right Market Deregulation,profile_cont_ideological_dimensions_two_axis_model_economic_left_right_market_deregulation,0.018012226304225915,-0.003206634343664541,0.03923108695211637,0.0961582971567212,8572,0.2644353171809833,False
Political Psychology,Populist Attitudes Manichean Worldview,profile_cont_political_profile_populist_attitudes_model_manichean_worldview,0.01783683201643669,-0.004065667184730386,0.039739331217603764,0.11045658924695972,8572,0.43178484887447893,False
Ideology,Economic Left Right Public Sector Role,profile_cont_ideological_dimensions_two_axis_model_economic_left_right_public_sector_role,0.01783567446635743,-0.0031340561560153843,0.038805405088730247,0.09550740092238269,8572,0.2644353171809833,False
Ideology,Socio Cultural Liberal Conservative Tradition Vs Progress,profile_cont_ideological_dimensions_two_axis_model_socio_cultural_liberal_conservative_tradition_vs_progress,-0.017473943689093586,-0.03873286711823823,0.0037849797400510525,0.10717793180667862,8572,0.2720670576631073,False
Big Five,Big Five Agreeableness,profile_cont_big_five_agreeableness_mean_pct,0.017148996855266593,-0.0036717934668283117,0.0379697871773615,0.10645805525109839,8572,0.14683869689806675,False
Big Five,Big Five Agreeableness,profile_cont_personality_big_five_agreeableness_mean_pct,0.017148996855266593,-0.0036717934668283117,0.0379697871773615,0.10645805525109839,8572,0.14683869689806675,False
Moral Foundations,Mft Authority Subversion Deference To Legitimate Authority,profile_cont_moral_foundations_theory_authority_subversion_deference_to_legitimate_authority,0.01708209312740846,-0.003654831887909417,0.037819018142726334,0.10641356260927744,8572,0.9879326837118254,False
Big Five,Big Five Agreeableness Altruism,profile_cont_big_five_agreeableness_altruism,0.01682092092535826,-0.004176760053413504,0.03781860190413002,0.11639250999238572,8572,0.15018388386114287,False
Big Five,Big Five Agreeableness Tender Mindedness,profile_cont_big_five_agreeableness_tender_mindedness,0.016578709080778554,-0.0038303520269635932,0.0369877701885207,0.11135776234922069,8572,0.14847701646562758,False
Moral Foundations,Mft Authority Subversion,profile_cont_political_profile_moral_foundations_theory_authority_subversion_mean_pct,0.016514985579390122,-0.004119132719074513,0.03714910387785476,0.11671745679587607,8572,0.9879326837118254,False
Ideology,Economic Left Right Redistribution And Inequality,profile_cont_ideological_dimensions_two_axis_model_economic_left_right_redistribution_and_inequality,0.01605926578703132,-0.0049377642595415105,0.037056295833604154,0.13386085074946422,8572,0.3001807093040843,False
Ideology,Economic Left Right,profile_cont_political_profile_ideological_dimensions_two_axis_model_economic_left_right_mean_pct,0.016022817401375403,-0.005065707644808407,0.03711134244755922,0.13644577695640195,8572,0.3001807093040843,False
Big Five,Big Five Agreeableness Compliance,profile_cont_big_five_agreeableness_compliance,0.015799712946276863,-0.005208779437680798,0.036808205330234524,0.14047709833569597,8572,0.17559637291961994,False
Political Psychology,Nationalism And Cosmopolitanism,profile_cont_demographics_and_identity_political_profile_nationalism_and_cosmopolitanism_model_mean_pct,0.015221831354430023,-0.006370574957824083,0.03681423766668413,0.16706364332227064,8572,0.5752513798223008,False
Political Psychology,Nationalism And Cosmopolitanism National Superiority Beliefs,profile_cont_political_profile_nationalism_and_cosmopolitanism_model_national_superiority_beliefs,0.014970384133935805,-0.006608359885738746,0.036549128153610354,0.1739132078532537,8572,0.5752513798223008,False
Demographics,Age Years,profile_cont_age_years,-0.014616110839091501,-0.035852332709129964,0.00662011103094696,0.17734622984608506,8572,0.17734622984608506,False
Ideology,Economic Left Right Taxation Progressivity,profile_cont_ideological_dimensions_two_axis_model_economic_left_right_taxation_progressivity,0.01436735762816898,-0.007563489108075833,0.03629820436441379,0.19913722822085667,8572,0.3650849184049039,False
Political Psychology,Nationalism And Cosmopolitanism Global Identity,profile_cont_political_profile_nationalism_and_cosmopolitanism_model_global_identity,0.014334468218235303,-0.007340019327577404,0.03600895576404801,0.1948975208334024,8572,0.587123756799491,False
Ideology,Gal Tan Traditional Authoritarian Nationalist Restrictionist Outgroup Policy Preference,profile_cont_gal_tan_model_traditional_authoritarian_nationalist_restrictionist_outgroup_policy_preference,-0.014286047025945658,-0.03515186249241657,0.006579768440525255,0.17962376130668833,8572,0.3650849184049039,False
Political Psychology,Nationalism And Cosmopolitanism Cosmopolitan Orientation,profile_cont_political_profile_nationalism_and_cosmopolitanism_model_cosmopolitan_orientation,0.01384910779017344,-0.007608823643989168,0.03530703922433605,0.2058801950800081,8572,0.587123756799491,False
Ideology,Gal Tan Traditional Authoritarian Nationalist Cultural Traditionalism,profile_cont_gal_tan_model_traditional_authoritarian_nationalist_cultural_traditionalism,-0.013820518529223553,-0.03450637210753823,0.0068653350490911254,0.1903716932411712,8572,0.3650849184049039,False
Political Psychology,Populist Attitudes Popular Sovereignty,profile_cont_political_profile_populist_attitudes_model_popular_sovereignty,0.013619618157106063,-0.008071837980570118,0.035311074294782245,0.21846465369283385,8572,0.587123756799491,False
Ideology,Libertarian Authoritarian Dimension Libertarianism Civil Liberties Support,profile_cont_libertarian_authoritarian_dimension_model_libertarianism_civil_liberties_support,0.013466040469144647,-0.008041583930180845,0.03497366486847014,0.21976843613977315,8572,0.38170307329539543,False
Political Psychology,Political Efficacy,profile_cont_demographics_and_identity_political_profile_political_efficacy_model_mean_pct,-0.01216547006565251,-0.03322604068701414,0.008895100555709115,0.2575682203194961,8572,0.6307568368143719,False
Ideology,Libertarian Authoritarian Dimension Libertarianism,profile_cont_political_profile_libertarian_authoritarian_dimension_model_libertarianism_mean_pct,0.011510087283011169,-0.00972499571799831,0.032745170284020644,0.2880711366704033,8572,0.47531737550616543,False
Political Psychology,Political Trust And Legitimacy Trust In Parliament Or Legislature,profile_cont_political_profile_political_trust_and_legitimacy_model_trust_in_parliament_or_legislature,-0.011297868627910013,-0.03258319957674949,0.009987462320929464,0.2981943074649943,8572,0.6307568368143719,False
Political Psychology,Political Trust And Legitimacy Trust In Government,profile_cont_political_profile_political_trust_and_legitimacy_model_trust_in_government,-0.011217134915871835,-0.032636730358995204,0.010202460527251536,0.30470070935687643,8572,0.6307568368143719,False
Political Psychology,Political Efficacy External Political Efficacy,profile_cont_political_profile_political_efficacy_model_external_political_efficacy,-0.01105347579647919,-0.03211183699498096,0.010004885402022582,0.30358320914563197,8572,0.6307568368143719,False
Ideology,Libertarian Authoritarian Dimension Libertarianism Privacy And Anti Surveillance,profile_cont_libertarian_authoritarian_dimension_model_libertarianism_privacy_and_anti_surveillance,0.01058088134685097,-0.010422916921611026,0.031584679615312965,0.3234700102788097,8572,0.4852050154182146,False
Ideology,Libertarian Authoritarian Dimension Authoritarianism Law And Order Preference,profile_cont_libertarian_authoritarian_dimension_model_authoritarianism_law_and_order_preference,-0.010531551539124728,-0.03122406464071984,0.010160961562470386,0.31850593332241706,8572,0.4852050154182146,False
Political Psychology,Political Efficacy Internal Political Efficacy,profile_cont_political_profile_political_efficacy_model_internal_political_efficacy,-0.010475323609116512,-0.031245834094645313,0.010295186876412288,0.32291708743419767,8572,0.6307568368143719,False
Political Psychology,System Justification Theory Gender System Justification,profile_cont_political_profile_system_justification_theory_gender_system_justification,-0.010340258545011903,-0.03207300249642527,0.011392485406401467,0.35106034614656845,8572,0.6307568368143719,False
Political Psychology,Populist Attitudes Anti Elitism,profile_cont_political_profile_populist_attitudes_model_anti_elitism,0.00998694537489776,-0.012189061823031658,0.032162952572827176,0.3774156440975003,8572,0.6307568368143719,False
Political Psychology,Political Trust And Legitimacy,profile_cont_demographics_and_identity_political_profile_political_trust_and_legitimacy_model_mean_pct,-0.009951701310120999,-0.03162827325481263,0.01172487063457063,0.3682169531044771,8572,0.6307568368143719,False
Moral Foundations,Mft Liberty Oppression,profile_cont_political_profile_moral_foundations_theory_liberty_oppression_mean_pct,0.009815279775118419,-0.010888871336303384,0.030519430886540223,0.3528030250086489,8572,0.9879326837118254,False
Political Psychology,Right Wing Authoritarianism Authoritarian Aggression,profile_cont_political_profile_right_wing_authoritarianism_model_authoritarian_aggression,-0.0097949697249174,-0.03053820270008875,0.010948263250253951,0.35470774422060525,8572,0.6307568368143719,False
Moral Foundations,Mft Liberty Oppression Anti Domination,profile_cont_moral_foundations_theory_liberty_oppression_anti_domination,0.009590242618218961,-0.010989528315607892,0.030170013552045814,0.36105858656227374,8572,0.9879326837118254,False
Political Psychology,Political Trust And Legitimacy Trust In Judiciary,profile_cont_political_profile_political_trust_and_legitimacy_model_trust_in_judiciary,-0.009544741233341234,-0.03135708883555801,0.012267606368875542,0.3910860320158751,8572,0.6307568368143719,False
Political Psychology,Political Trust And Legitimacy Perceived Institutional Legitimacy,profile_cont_political_profile_political_trust_and_legitimacy_model_perceived_institutional_legitimacy,-0.00921683833135174,-0.030740073045597692,0.012306396382894214,0.40129524138453354,8572,0.6307568368143719,False
Political Psychology,Political Trust And Legitimacy Trust In Police,profile_cont_political_profile_political_trust_and_legitimacy_model_trust_in_police,-0.008950066117059233,-0.03057268202578829,0.012672549791669822,0.4172099003080979,8572,0.6307568368143719,False
Political Psychology,Nationalism And Cosmopolitanism National Identification,profile_cont_political_profile_nationalism_and_cosmopolitanism_model_national_identification,0.008607890831201653,-0.01255783412391415,0.029773615786317455,0.42539414575852985,8572,0.6307568368143719,False
Moral Foundations,Mft Care Harm,profile_cont_political_profile_moral_foundations_theory_care_harm_mean_pct,-0.008601609535419323,-0.029599058719444855,0.01239583964860621,0.4220327301667183,8572,0.9879326837118254,False
Moral Foundations,Mft Care Harm Harm Avoidance,profile_cont_moral_foundations_theory_care_harm_harm_avoidance,-0.00840388570346123,-0.02927956993285136,0.0124717985259289,0.4301008509219677,8572,0.9879326837118254,False
Ideology,Libertarian Authoritarian Dimension Authoritarianism Punitive Attitudes,profile_cont_libertarian_authoritarian_dimension_model_authoritarianism_punitive_attitudes,-0.00806619677080658,-0.02927487778511516,0.013142484243502003,0.45601557278593774,8572,0.6542832131276498,False
Big Five,Big Five Extraversion Warmth,profile_cont_big_five_extraversion_warmth,-0.00789763489194752,-0.029584087486196512,0.013788817702301472,0.475371104850589,8572,0.5762073998188958,False
Political Psychology,Social Dominance Orientation Group Based Dominance,profile_cont_political_profile_social_dominance_orientation_model_group_based_dominance,-0.007801642958035715,-0.028568879989675226,0.012965594073603797,0.4615474843310726,8572,0.6615513942078708,False
Political Psychology,Collective Narcissism,profile_cont_demographics_and_identity_political_profile_collective_narcissism_model_mean_pct,0.007560713108675747,-0.013671827544427499,0.028793253761778992,0.48522396768053755,8572,0.6730526003310683,False
Ideology,Libertarian Authoritarian Dimension Authoritarianism Support For Obedience And Conformity,profile_cont_libertarian_authoritarian_dimension_model_authoritarianism_support_for_obedience_and_conformity,-0.007122206302463202,-0.02795165705380554,0.013707244448879136,0.5027495838427163,8572,0.685028229238972,False
Moral Foundations,Mft Authority Subversion Respect For Tradition And Rank,profile_cont_moral_foundations_theory_authority_subversion_respect_for_tradition_and_rank,0.007061482399148408,-0.013324669577452602,0.027447634375749416,0.49719834736632473,8572,0.9879326837118254,False
Ideology,Gal Tan Green Alternative Libertarian Civil Liberties Orientation,profile_cont_gal_tan_model_green_alternative_libertarian_civil_liberties_orientation,-0.006709072339013103,-0.027977925471027346,0.014559780793001142,0.5364083334675087,8572,0.685028229238972,False
Ideology,Libertarian Authoritarian Dimension Libertarianism Skepticism Of State Control,profile_cont_libertarian_authoritarian_dimension_model_libertarianism_skepticism_of_state_control,0.0066788453346319455,-0.014667359085646769,0.02802504975491066,0.5397192109155536,8572,0.685028229238972,False
Political Psychology,Collective Narcissism Collective Narcissism,profile_cont_political_profile_collective_narcissism_model_collective_narcissism,0.006335655424856566,-0.014624024866959434,0.027295335716672565,0.5535462950737262,8572,0.7438278340053196,False
Ideology,Libertarian Authoritarian Dimension Authoritarianism,profile_cont_political_profile_libertarian_authoritarian_dimension_model_authoritarianism_mean_pct,-0.0059745284030588135,-0.026679552396812294,0.014730495590694668,0.5716953192073773,8572,0.6887093880996508,False
Moral Foundations,Mft Care Harm Compassion,profile_cont_moral_foundations_theory_care_harm_compassion,-0.005964151535382491,-0.027248484097935288,0.015320181027170305,0.5828628280869108,8572,0.9879326837118254,False
Ideology,Gal Tan Green Alternative Libertarian Environmental Protection Orientation,profile_cont_gal_tan_model_green_alternative_libertarian_environmental_protection_orientation,-0.005934773125840814,-0.02719865928811572,0.01532911303643409,0.5843594808118249,8572,0.6887093880996508,False
Ideology,Gal Tan Green Alternative Libertarian Participatory Democracy Preference,profile_cont_gal_tan_model_green_alternative_libertarian_participatory_democracy_preference,-0.0056085774628263805,-0.02709549220239218,0.01587833727673942,0.6089341048443117,8572,0.6929250158573201,False
Moral Foundations,Mft Liberty Oppression Resistance To Bullying And Tyranny,profile_cont_moral_foundations_theory_liberty_oppression_resistance_to_bullying_and_tyranny,0.0055169257354280325,-0.015218094441229693,0.02625194591208576,0.6020298339140431,8572,0.9879326837118254,False
Big Five,Big Five Extraversion Excitement Seeking,profile_cont_big_five_extraversion_excitement_seeking,0.005499264696514553,-0.01586853529309061,0.026867064686119713,0.6139657709011824,8572,0.7223126716484499,False
Political Psychology,System Justification Theory Economic System Justification,profile_cont_political_profile_system_justification_theory_economic_system_justification,-0.00525001737024117,-0.026901851924820114,0.016401817184337773,0.6346150271461775,8572,0.8083391445832304,False
Political Psychology,Collective Narcissism Need For External Recognition,profile_cont_political_profile_collective_narcissism_model_need_for_external_recognition,0.004951438749859758,-0.0157458385566754,0.02564871605639491,0.6391518817634845,8572,0.8083391445832304,False
Moral Foundations,Mft Sanctity Degradation Disgust Sensitivity In Moral Judgment,profile_cont_moral_foundations_theory_sanctity_degradation_disgust_sensitivity_in_moral_judgment,-0.0046411293880800255,-0.025338256950189257,0.016055998174029203,0.6602972209796283,8572,0.9879326837118254,False
Ideology,Libertarian Authoritarian Dimension Authoritarianism Acceptance Of Coercive Social Control,profile_cont_libertarian_authoritarian_dimension_model_authoritarianism_acceptance_of_coercive_social_control,-0.004623740300079244,-0.025188211094865645,0.015940730494707157,0.6594442032494674,8572,0.7253886235744141,False
Big Five,Big Five Extraversion Assertiveness,profile_cont_big_five_extraversion_assertiveness,-0.00456011255152595,-0.026314006669238436,0.017193781566186533,0.681180202566804,8572,0.7784916600763474,False
Political Psychology,Collective Narcissism Ingroup Entitlement,profile_cont_political_profile_collective_narcissism_model_ingroup_entitlement,0.004383247044924144,-0.016758466539381317,0.025524960629229605,0.6844829839955905,8572,0.8409362374802969,False
Moral Foundations,Mft Loyalty Betrayal Patriotism,profile_cont_moral_foundations_theory_loyalty_betrayal_patriotism,-0.004259625949456992,-0.024744185908652048,0.016224934009738064,0.6835957970132949,8572,0.9879326837118254,False
Ideology,Gal Tan Green Alternative Libertarian Pluralism And Diversity Support,profile_cont_gal_tan_model_green_alternative_libertarian_pluralism_and_diversity_support,-0.004143932083734994,-0.02546944865031829,0.017181584482848303,0.7033098699445959,8572,0.7298665055968396,False
Ideology,Gal Tan Green Alternative Libertarian,profile_cont_political_profile_gal_tan_model_green_alternative_libertarian_mean_pct,-0.004089999551502616,-0.025473485020113158,0.01729348591710793,0.7077493387605718,8572,0.7298665055968396,False
Political Psychology,Social Dominance Orientation,profile_cont_demographics_and_identity_political_profile_social_dominance_orientation_model_mean_pct,-0.003718732031532463,-0.02477181801163311,0.017334353948568183,0.7291923260689037,8572,0.8520857706792089,False
Political Psychology,System Justification Theory,profile_cont_demographics_and_identity_political_profile_system_justification_theory_mean_pct,-0.0037108470129883623,-0.02504685285296446,0.017625158826987734,0.7331900817472262,8572,0.8520857706792089,False
Ideology,Libertarian Authoritarian Dimension Libertarianism Anti Censorship Orientation,profile_cont_libertarian_authoritarian_dimension_model_libertarianism_anti_censorship_orientation,0.003094746834611853,-0.01761411863365612,0.023803612302879827,0.7695998570585808,8572,0.7695998570585808,False
Moral Foundations,Mft Fairness Cheating,profile_cont_political_profile_moral_foundations_theory_fairness_cheating_mean_pct,0.0027696706563690617,-0.018439785918910434,0.023979127231648557,0.7979932930332505,8572,0.9879326837118254,False
Big Five,Big Five Extraversion Activity Level,profile_cont_big_five_extraversion_activity_level,-0.0026519829019237585,-0.02413731412302782,0.018833348319180303,0.8088400014391768,8572,0.8688794373665714,False
Big Five,Big Five Extraversion,profile_cont_big_five_extraversion_mean_pct,-0.0024344540418975223,-0.02406781369130841,0.019198905607513365,0.8254354654982428,8572,0.8688794373665714,False
Big Five,Big Five Extraversion,profile_cont_personality_big_five_extraversion_mean_pct,-0.0024344540418975223,-0.02406781369130841,0.019198905607513365,0.8254354654982428,8572,0.8688794373665714,False
Moral Foundations,Mft Sanctity Degradation,profile_cont_political_profile_moral_foundations_theory_sanctity_degradation_mean_pct,0.0024327621591706946,-0.01837580416815172,0.023241328486493112,0.8187581878191597,8572,0.9879326837118254,False
Big Five,Big Five Extraversion Gregariousness,profile_cont_big_five_extraversion_gregariousness,-0.0016127941127577325,-0.02325213425611278,0.02002654603059732,0.8838602934260111,8572,0.906523377872832,False
Moral Foundations,Mft Fairness Cheating Equality,profile_cont_moral_foundations_theory_fairness_cheating_equality,0.0014606330592176792,-0.019610164265515657,0.022531430383951015,0.8919278430207567,8572,0.9879326837118254,False
Political Psychology,Social Dominance Orientation Anti Egalitarianism,profile_cont_political_profile_social_dominance_orientation_model_anti_egalitarianism,-0.0014310261225619447,-0.022661163205964917,0.019799110960841027,0.8948955632524488,8572,0.9722477156952347,False
Political Psychology,System Justification Theory Political System Justification,profile_cont_political_profile_system_justification_theory_political_system_justification,-0.001257401511640565,-0.022356744886239874,0.019841941862958744,0.9070163514317708,8572,0.9722477156952347,False
Moral Foundations,Mft Loyalty Betrayal,profile_cont_political_profile_moral_foundations_theory_loyalty_betrayal_mean_pct,-0.001011654862475825,-0.02161049829384116,0.01958718856888951,0.9233155275475959,8572,0.9879326837118254,False
Political Psychology,Right Wing Authoritarianism,profile_cont_demographics_and_identity_political_profile_right_wing_authoritarianism_model_mean_pct,-0.0008897716049795189,-0.02151130738378723,0.019731764173828194,0.9326049071914431,8572,0.9722477156952347,False
