domain,family,moderator,beta_std,ci_low,ci_high,p_value,n,q_value,significant
Foreign_Policy_And_Geopolitics,Ideology,Socio-cultural lib-cons,-0.007043933689721114,-0.05270300480870878,0.03861513742926655,0.7623713068990554,1429,0.7623713068990554,False
Foreign_Policy_And_Geopolitics,Ideology,GAL-TAN (traditional),-0.07521586749969732,-0.13042505935615184,-0.02000667564324278,0.007580277740746073,1429,0.03032111096298429,True
Foreign_Policy_And_Geopolitics,Ideology,Authoritarianism,-0.02301506406407829,-0.07248792424675997,0.026457796118603393,0.36188100513458943,1429,0.7237620102691789,False
Foreign_Policy_And_Geopolitics,Moral Foundations,MFT care,0.0012676880245733582,-0.05258663680037885,0.05512201284952557,0.9632018565186465,1429,0.9632018565186465,False
Foreign_Policy_And_Geopolitics,Moral Foundations,MFT fairness,0.029870171837879052,-0.021054059615776853,0.08079440329153495,0.2502927621679446,1429,0.8205182522643764,False
Foreign_Policy_And_Geopolitics,Moral Foundations,MFT loyalty,-0.01542275745861519,-0.061388458823041656,0.030542943905811276,0.5107811564116879,1429,0.8205182522643764,False
Foreign_Policy_And_Geopolitics,Moral Foundations,MFT authority,0.011275260860115119,-0.038400300371950614,0.060950822092180855,0.6564146018115011,1429,0.8205182522643764,False
Foreign_Policy_And_Geopolitics,Moral Foundations,MFT sanctity,-0.017500937421223717,-0.0710466001300128,0.03604472528756535,0.5217843532291626,1429,0.8205182522643764,False
Foreign_Policy_And_Geopolitics,Demographics,Age,0.009734210457573908,-0.041886822307389895,0.061355243222537714,0.7116867845539581,1429,0.9399985135630342,False
Foreign_Policy_And_Geopolitics,Demographics,Sex (female),0.017879359867329466,-0.033892546278035354,0.0696512660126943,0.4984878111990674,1429,0.9399985135630342,False
Foreign_Policy_And_Geopolitics,Demographics,Gender diverse,-0.0019885533678772197,-0.05376752754417221,0.04979042080841777,0.9399985135630342,1429,0.9399985135630342,False
Foreign_Policy_And_Geopolitics,Demographics,Citizen,-0.03341485071173011,-0.08647448207793314,0.01964478065447292,0.21708832119258925,1429,0.868353284770357,False
Information_Integrity_And_Platforms,Big Five,Openness,0.10113629585608763,0.0410311919117958,0.16124139980037946,0.0009739422658149674,1428,0.0048697113290748365,True
Information_Integrity_And_Platforms,Big Five,Conscientiousness,-0.01763472365487088,-0.0651818492386297,0.029912401928887934,0.4672689511544036,1428,0.6781955404809006,False
Information_Integrity_And_Platforms,Big Five,Extraversion,0.016300497101263356,-0.03616406703542096,0.06876506123794768,0.5425564323847205,1428,0.6781955404809006,False
Information_Integrity_And_Platforms,Big Five,Agreeableness,0.006748471475108476,-0.043658285188659024,0.05715522813887598,0.7930126430415542,1428,0.7930126430415542,False
Information_Integrity_And_Platforms,Big Five,Neuroticism,0.01982551952704216,-0.0284096737335926,0.06806071278767692,0.4204850941492506,1428,0.6781955404809006,False
Information_Integrity_And_Platforms,Political Psychology,Right-wing authoritarianism,0.02670480638276579,-0.03119310490379959,0.08460271766933117,0.36598856080391995,1428,0.7319771216078399,False
Information_Integrity_And_Platforms,Political Psychology,Social dominance orientation,0.0005314112410008131,-0.04967288149477154,0.05073570397677316,0.9834481369867536,1428,0.9834481369867536,False
Information_Integrity_And_Platforms,Political Psychology,System justification,-0.057965226034116635,-0.10977832198984844,-0.006152130078384832,0.02833014193534287,1428,0.22664113548274295,False
Information_Integrity_And_Platforms,Political Psychology,Populist attitudes,-0.026417182387420565,-0.07714107326156552,0.024306708486724393,0.3073699611184668,1428,0.7319771216078399,False
Information_Integrity_And_Platforms,Political Psychology,Collective narcissism,-0.018643723989401655,-0.0732923595272585,0.0360049115484552,0.5037162312172374,1428,0.8059459699475798,False
Information_Integrity_And_Platforms,Political Psychology,Nationalism,-0.0261203425147607,-0.07304346762832616,0.02080278259880475,0.27525599319277794,1428,0.7319771216078399,False
Information_Integrity_And_Platforms,Political Psychology,Political trust,-0.00704403319820561,-0.05676358934931913,0.04267552295290791,0.781259172448208,1428,0.9834481369867536,False
Information_Integrity_And_Platforms,Political Psychology,Political efficacy,0.0041449824941919775,-0.045026243119640444,0.0533162081080244,0.868771680081765,1428,0.9834481369867536,False
Information_Integrity_And_Platforms,Ideology,Economic left-right,0.002191997205337611,-0.048974106966673876,0.053358101377349094,0.9330831151214429,1428,0.9330831151214429,False
Information_Integrity_And_Platforms,Ideology,Socio-cultural lib-cons,0.00250684848343682,-0.0469002950222646,0.051913991989138236,0.920784322541419,1428,0.9330831151214429,False
Information_Integrity_And_Platforms,Ideology,GAL-TAN (traditional),-0.045253739990448086,-0.09630691233938247,0.005799432358486303,0.08233069233344391,1428,0.32932276933377563,False
Information_Integrity_And_Platforms,Ideology,Authoritarianism,-0.027937132232772877,-0.08318832523933359,0.027314060773787837,0.32166931253448516,1428,0.6433386250689703,False
Information_Integrity_And_Platforms,Moral Foundations,MFT care,-0.012577690001263693,-0.06342749192275489,0.0382721119202275,0.6278205185613069,1428,0.8399374970071578,False
Information_Integrity_And_Platforms,Moral Foundations,MFT fairness,0.023907807934943473,-0.030394738455813496,0.07821035432570045,0.38818460093781215,1428,0.8399374970071578,False
Information_Integrity_And_Platforms,Moral Foundations,MFT loyalty,-0.005335581903047636,-0.057112434137025624,0.04644127033093035,0.8399374970071578,1428,0.8399374970071578,False
Information_Integrity_And_Platforms,Moral Foundations,MFT authority,-0.009248971076345258,-0.0629416341044009,0.044443691951710385,0.7356505045870868,1428,0.8399374970071578,False
Information_Integrity_And_Platforms,Moral Foundations,MFT sanctity,0.02052405496444736,-0.03112177015848257,0.07216988008737729,0.43604460846565696,1428,0.8399374970071578,False
Information_Integrity_And_Platforms,Demographics,Age,-0.025114129064338575,-0.07933042458382294,0.029102166455145788,0.363932872626729,1428,0.363932872626729,False
Information_Integrity_And_Platforms,Demographics,Sex (female),0.029358331045681405,-0.023090851169193155,0.08180751326055596,0.2726037331379143,1428,0.3634716441838857,False
Information_Integrity_And_Platforms,Demographics,Gender diverse,-0.028842069497336757,-0.0773554051149752,0.01967126612030168,0.2439240417648435,1428,0.3634716441838857,False
Information_Integrity_And_Platforms,Demographics,Citizen,0.04075266342482431,-0.009577153145145935,0.09108247999479455,0.11251114302050849,1428,0.3634716441838857,False
Supranational_And_Regional_Integration,Big Five,Openness,0.0325826271582587,-0.018863367770749553,0.08402862208726695,0.2144887555737086,1428,0.26811094446713574,False
Supranational_And_Regional_Integration,Big Five,Conscientiousness,-0.0489355671544849,-0.10017490048491029,0.0023037661759404762,0.061228430594664394,1428,0.254110874960396,False
Supranational_And_Regional_Integration,Big Five,Extraversion,0.004051833278518279,-0.04949038982580255,0.05759405638283911,0.8820892776192661,1428,0.8820892776192661,False
Supranational_And_Regional_Integration,Big Five,Agreeableness,0.03901308723083512,-0.0144257776000917,0.09245195206176193,0.1524665249762376,1428,0.254110874960396,False
Supranational_And_Regional_Integration,Big Five,Neuroticism,0.04001850337803646,-0.010781290289496495,0.09081829704556942,0.12258860008917546,1428,0.254110874960396,False
Supranational_And_Regional_Integration,Political Psychology,Right-wing authoritarianism,-0.025930738472521447,-0.07959771629671158,0.027736239351668697,0.34363227018386944,1428,0.8413818428068749,False
Supranational_And_Regional_Integration,Political Psychology,Social dominance orientation,-0.00552213549694521,-0.05960392938027128,0.048559658386380856,0.8413818428068749,1428,0.8413818428068749,False
Supranational_And_Regional_Integration,Political Psychology,System justification,0.006251935625547712,-0.042633246124637814,0.055137117375733236,0.8020768464760744,1428,0.8413818428068749,False
Supranational_And_Regional_Integration,Political Psychology,Populist attitudes,0.005895737216774338,-0.048501136753302275,0.060292611186850954,0.8317729502974942,1428,0.8413818428068749,False
Supranational_And_Regional_Integration,Political Psychology,Collective narcissism,0.015533325669513716,-0.034592222904841874,0.0656588742438693,0.5436053343164942,1428,0.8413818428068749,False
Supranational_And_Regional_Integration,Political Psychology,Nationalism,0.00808308843713079,-0.04405635859346254,0.060222535467724124,0.761242299975327,1428,0.8413818428068749,False
Supranational_And_Regional_Integration,Political Psychology,Political trust,0.021838492791435127,-0.03032644601848105,0.07400343160135131,0.4119166329348968,1428,0.8413818428068749,False
Supranational_And_Regional_Integration,Political Psychology,Political efficacy,-0.029067205485650983,-0.08146930278212755,0.023334891810825584,0.2769558871606769,1428,0.8413818428068749,False
Supranational_And_Regional_Integration,Ideology,Economic left-right,0.062013943601558416,0.013822484165857574,0.11020540303725926,0.011664679463440865,1428,0.04665871785376346,True
Supranational_And_Regional_Integration,Ideology,Socio-cultural lib-cons,-0.03647578893456158,-0.0904817308032492,0.01753015293412604,0.18558075294063536,1428,0.3711615058812707,False
Supranational_And_Regional_Integration,Ideology,GAL-TAN (traditional),-0.008784390053135858,-0.059946305984600365,0.042377525878328645,0.7364775906878209,1428,0.7364775906878209,False
Supranational_And_Regional_Integration,Ideology,Authoritarianism,-0.013231125453938213,-0.06497443661902305,0.03851218571114663,0.6162469417769629,1428,0.7364775906878209,False
Supranational_And_Regional_Integration,Moral Foundations,MFT care,-0.06990096144122476,-0.12337433327220777,-0.016427589610241752,0.010404560956934105,1428,0.05202280478467052,False
Supranational_And_Regional_Integration,Moral Foundations,MFT fairness,-0.010516024889728068,-0.062442338280545705,0.04141028850108957,0.6914202386801345,1428,0.9301726041960604,False
Supranational_And_Regional_Integration,Moral Foundations,MFT loyalty,-0.008908095162193406,-0.062402891621888126,0.04458670129750132,0.7441380833568484,1428,0.9301726041960604,False
Supranational_And_Regional_Integration,Moral Foundations,MFT authority,0.010923876346354708,-0.04009508227761288,0.0619428349703223,0.6747368855542537,1428,0.9301726041960604,False
Supranational_And_Regional_Integration,Moral Foundations,MFT sanctity,0.001213762241729725,-0.051754987939018435,0.05418251242247789,0.9641774854155656,1428,0.9641774854155656,False
Supranational_And_Regional_Integration,Demographics,Age,-0.06692235941085165,-0.11730346393792479,-0.0165412548837785,0.009228684007234944,1428,0.03691473602893978,True
Supranational_And_Regional_Integration,Demographics,Sex (female),-0.0038156822372215045,-0.055742019074827336,0.04811065460038432,0.885482110656868,1428,0.885482110656868,False
Supranational_And_Regional_Integration,Demographics,Gender diverse,-0.0039677003337294115,-0.053809751620437246,0.04587435095297843,0.8760142056968963,1428,0.885482110656868,False
Supranational_And_Regional_Integration,Demographics,Citizen,0.03551460237208619,-0.015243902996704396,0.08627310774087676,0.17026793101692528,1428,0.34053586203385056,False
