profile_id,ontology_group,group_contribution,n_features_in_group
profile_0353,demographics,0.015310882127196656,4
profile_0131,demographics,0.013746606959248245,4
profile_0716,demographics,-0.028284324392379025,4
profile_0618,demographics,-0.030002468156947536,4
profile_0590,demographics,-0.004230311688419908,4
profile_0760,demographics,-0.016257318040399468,4
profile_0466,demographics,-0.0007940241592828898,4
profile_0233,demographics,0.006720163304354116,4
profile_0579,demographics,-0.022334412096690428,4
profile_0065,demographics,-0.060929055919180686,4
profile_0795,demographics,0.039364894831155774,4
profile_0076,big_five,1.9956504494810705,35
profile_0775,big_five,1.8170385896737682,35
profile_0390,big_five,1.7053313348312942,35
profile_0747,big_five,1.3388784703221224,35
profile_0424,big_five,1.287874070521376,35
profile_0397,big_five,1.2739078806955721,35
profile_0165,big_five,1.2271987627284322,35
profile_0148,big_five,1.099064643578562,35
profile_0641,big_five,1.0343168813700925,35
profile_0272,big_five,1.0548804678025872,35
profile_0001,big_five,0.9274336010381639,35
profile_0052,big_five,0.8764796320458046,35
profile_0535,big_five,0.8360173035065805,35
profile_0753,big_five,0.6909453696375804,35
profile_0066,big_five,0.7245671889771333,35
profile_0754,big_five,0.7089250661155887,35
profile_0307,big_five,0.7031155343709571,35
profile_0427,big_five,0.676149500754531,35
profile_0219,big_five,0.7326168741693748,35
profile_0172,big_five,0.6540250190222142,35
profile_0445,big_five,0.6381738024521764,35
profile_0657,big_five,0.6642984637571676,35
profile_0297,big_five,0.6318347401524687,35
profile_0287,big_five,0.617230011681142,35
profile_0794,big_five,0.5392630551808152,35
profile_0217,big_five,0.5785206560883536,35
profile_0610,big_five,0.5649788157080744,35
profile_0253,big_five,0.578798398043869,35
profile_0360,big_five,0.47197997635717376,35
profile_0345,big_five,0.5248291985376589,35
profile_0355,big_five,0.5478431877531019,35
profile_0372,big_five,0.4808457875317592,35
profile_0364,big_five,0.40392117604008165,35
profile_0391,big_five,0.392532290766778,35
profile_0204,big_five,0.3838309878053656,35
profile_0325,big_five,0.3612656812608616,35
profile_0176,big_five,0.24561717499187483,35
profile_0785,big_five,0.16866691813976775,35
profile_0778,big_five,0.2380189529308146,35
profile_0542,big_five,0.18187637769047424,35
profile_0063,big_five,0.09418659091249428,35
profile_0433,big_five,0.13489727427954606,35
profile_0663,big_five,0.03692955306002775,35
profile_0608,big_five,0.04327557648013148,35
profile_0503,big_five,0.07228695477018325,35
profile_0280,big_five,0.02923501513313745,35
profile_0694,big_five,-0.001109209541699267,35
profile_0717,big_five,-0.003137842144024105,35
profile_0521,big_five,-0.06336064084335495,35
profile_0673,big_five,-0.03811572942488021,35
profile_0248,big_five,-0.04974961270818935,35
profile_0613,big_five,-0.14613573748453995,35
profile_0688,big_five,-0.11303931003670262,35
profile_0293,big_five,-0.10314880554203759,35
profile_0749,big_five,-0.14020868435909556,35
profile_0143,big_five,-0.1215348190034065,35
profile_0475,big_five,-0.18151693102059455,35
profile_0711,big_five,-0.1925688314007317,35
profile_0726,big_five,-0.22321137892972212,35
profile_0144,big_five,-0.23825764239870137,35
profile_0486,big_five,-0.2844817138269109,35
profile_0393,big_five,-0.31467879005510413,35
profile_0509,big_five,-0.2798251731024125,35
profile_0111,big_five,-0.3016741320896206,35
profile_0186,big_five,-0.3319926597027529,35
profile_0019,big_five,-0.28332776550643385,35
profile_0368,big_five,-0.27339024980935217,35
profile_0167,big_five,-0.36472205445493483,35
profile_0416,big_five,-0.31880420972214285,35
profile_0005,big_five,-0.28007671116052724,35
profile_0295,big_five,-0.36057281943213126,35
profile_0649,big_five,-0.406567373014746,35
profile_0718,big_five,-0.4534298400634964,35
profile_0585,big_five,-0.5122144636880587,35
profile_0458,big_five,-0.5981356254360966,35
profile_0395,big_five,-0.5109394840900011,35
profile_0269,big_five,-0.5769326166795046,35
profile_0560,big_five,-0.5979735584402696,35
profile_0645,big_five,-0.7431708888845413,35
profile_0669,big_five,-0.6554693584519948,35
profile_0096,big_five,-0.725959405386302,35
profile_0596,big_five,-0.7350013268896727,35
profile_0533,big_five,-0.719294563554705,35
profile_0472,big_five,-0.8094660450243443,35
profile_0633,big_five,-0.8155815787049241,35
profile_0519,big_five,-0.8540310395817011,35
profile_0745,big_five,-0.8390187267306625,35
profile_0308,big_five,-0.8755073656140941,35
profile_0790,big_five,-0.9536373090228849,35
profile_0353,big_five,-1.0028479374301895,35
profile_0131,big_five,-1.0418205259267566,35
profile_0716,big_five,-1.031087277192623,35
profile_0618,big_five,-1.0361568503721768,35
profile_0590,big_five,-1.063700730647778,35
profile_0760,big_five,-1.0875051091335974,35
profile_0466,big_five,-1.2692931994922747,35
profile_0233,big_five,-1.4074242191728918,35
profile_0579,big_five,-1.4393721002272422,35
profile_0065,big_five,-1.4609967834894635,35
profile_0795,big_five,-1.7583765021051339,35
profile_0076,big_five_agreeableness,0.1139735631588529,6
profile_0775,big_five_agreeableness,0.040742763038962626,6
profile_0390,big_five_agreeableness,-0.08393432535640932,6
profile_0747,big_five_agreeableness,0.048526967917948194,6
profile_0424,big_five_agreeableness,-0.09309880982658134,6
profile_0397,big_five_agreeableness,0.05806696620145648,6
profile_0165,big_five_agreeableness,0.07887285373242314,6
profile_0148,big_five_agreeableness,0.032777557321776306,6
profile_0641,big_five_agreeableness,0.0159840996308033,6
profile_0272,big_five_agreeableness,0.04336990614123545,6
profile_0001,big_five_agreeableness,-0.04391039438216565,6
profile_0052,big_five_agreeableness,-0.05282626146524073,6
profile_0535,big_five_agreeableness,-0.027944700758732403,6
profile_0753,big_five_agreeableness,0.05500364503015719,6
profile_0066,big_five_agreeableness,0.010160184952622473,6
profile_0754,big_five_agreeableness,0.04259122903544881,6
profile_0307,big_five_agreeableness,-0.08154374443175613,6
profile_0427,big_five_agreeableness,0.06548026721998265,6
profile_0219,big_five_agreeableness,0.03465799346141024,6
profile_0172,big_five_agreeableness,0.029927197584074007,6
profile_0445,big_five_agreeableness,0.10385148362064595,6
profile_0657,big_five_agreeableness,0.04455492866118508,6
profile_0297,big_five_agreeableness,0.11609619062742173,6
profile_0287,big_five_agreeableness,0.04653942167624351,6
profile_0794,big_five_agreeableness,0.005691024708216169,6
profile_0217,big_five_agreeableness,-0.006354061859260466,6
profile_0610,big_five_agreeableness,0.054305620214790094,6
profile_0253,big_five_agreeableness,0.026334344311810528,6
profile_0360,big_five_agreeableness,0.06970777198558534,6
profile_0345,big_five_agreeableness,0.008653454571540459,6
profile_0355,big_five_agreeableness,0.044491272071617176,6
profile_0372,big_five_agreeableness,-0.09185930039644208,6
profile_0364,big_five_agreeableness,-0.023983293182829248,6
profile_0391,big_five_agreeableness,0.018597713232440954,6
profile_0204,big_five_agreeableness,-0.011559881155986527,6
profile_0325,big_five_agreeableness,0.07762781073070388,6
profile_0176,big_five_agreeableness,-0.10067337695754479,6
profile_0785,big_five_agreeableness,-0.03253819121013706,6
profile_0778,big_five_agreeableness,0.05880668355483766,6
profile_0542,big_five_agreeableness,-0.042184964742760477,6
profile_0063,big_five_agreeableness,-0.03146873730115991,6
profile_0433,big_five_agreeableness,-0.07548781628939563,6
profile_0663,big_five_agreeableness,-0.015457921186448668,6
profile_0608,big_five_agreeableness,-0.0466815096879398,6
profile_0503,big_five_agreeableness,0.017083782290101865,6
profile_0280,big_five_agreeableness,-0.049821592469595645,6
profile_0694,big_five_agreeableness,-0.1678199372028126,6
profile_0717,big_five_agreeableness,0.06317025604365957,6
profile_0521,big_five_agreeableness,-0.046195203318406784,6
profile_0673,big_five_agreeableness,-0.008688581451538993,6
profile_0248,big_five_agreeableness,0.008193852760236375,6
profile_0613,big_five_agreeableness,0.03783194065357335,6
profile_0688,big_five_agreeableness,-0.10796796191658115,6
profile_0293,big_five_agreeableness,0.034652783396435245,6
profile_0749,big_five_agreeableness,0.029039688323650465,6
profile_0143,big_five_agreeableness,-0.00892254218320676,6
profile_0475,big_five_agreeableness,0.014382456302372056,6
profile_0711,big_five_agreeableness,-0.10337290614814053,6
profile_0726,big_five_agreeableness,0.047741919572866436,6
profile_0144,big_five_agreeableness,0.06477368117930812,6
profile_0486,big_five_agreeableness,0.00850728575031457,6
profile_0393,big_five_agreeableness,-0.03559456023477819,6
profile_0509,big_five_agreeableness,0.02583421269031743,6
profile_0111,big_five_agreeableness,-0.05580421241943072,6
profile_0186,big_five_agreeableness,-0.0505661385893951,6
profile_0019,big_five_agreeableness,0.042906331190487125,6
profile_0368,big_five_agreeableness,0.003222501461658204,6
profile_0167,big_five_agreeableness,-0.0039021497638050337,6
profile_0416,big_five_agreeableness,0.027987357264299642,6
profile_0005,big_five_agreeableness,-0.029697477832182642,6
profile_0295,big_five_agreeableness,0.05713069767776732,6
profile_0649,big_five_agreeableness,-0.022461992290313527,6
profile_0718,big_five_agreeableness,0.029813887567463726,6
profile_0585,big_five_agreeableness,0.004147436339533532,6
profile_0458,big_five_agreeableness,-0.06121618861064569,6
profile_0395,big_five_agreeableness,-0.012936265917517852,6
profile_0269,big_five_agreeableness,0.06970078225572902,6
profile_0560,big_five_agreeableness,-0.07444876206622476,6
profile_0645,big_five_agreeableness,-0.06503099041899416,6
profile_0669,big_five_agreeableness,-0.061473419589478384,6
profile_0096,big_five_agreeableness,0.03807834943327897,6
profile_0596,big_five_agreeableness,-0.053257031731562515,6
profile_0533,big_five_agreeableness,0.06765108370048725,6
profile_0472,big_five_agreeableness,0.05217584967568063,6
profile_0633,big_five_agreeableness,-0.004113956862283087,6
profile_0519,big_five_agreeableness,-0.05006358256596746,6
profile_0745,big_five_agreeableness,-0.028343292305609766,6
profile_0308,big_five_agreeableness,0.013576985416162979,6
profile_0790,big_five_agreeableness,0.14980039882033686,6
profile_0353,big_five_agreeableness,0.058664002936077826,6
profile_0131,big_five_agreeableness,-0.029021750997059843,6
profile_0716,big_five_agreeableness,-0.008552448400565876,6
profile_0618,big_five_agreeableness,-0.06438670302327205,6
profile_0590,big_five_agreeableness,-0.08920137287240039,6
profile_0760,big_five_agreeableness,0.0036443869003024154,6
profile_0466,big_five_agreeableness,0.03544811472585097,6
profile_0233,big_five_agreeableness,-0.08128762196199872,6
profile_0579,big_five_agreeableness,-0.07427117577461087,6
profile_0065,big_five_agreeableness,-0.09083181706872386,6
profile_0795,big_five_agreeableness,0.05020598745574467,6
profile_0076,big_five_conscientiousness,0.3226316427200928,6
profile_0775,big_five_conscientiousness,0.1494354740761922,6
profile_0390,big_five_conscientiousness,-0.03407884732747134,6
profile_0747,big_five_conscientiousness,0.06639249459421953,6
profile_0424,big_five_conscientiousness,0.07086697123855569,6
profile_0397,big_five_conscientiousness,-0.28275961049636317,6
profile_0165,big_five_conscientiousness,0.3160733512711774,6
profile_0148,big_five_conscientiousness,0.15663126892306908,6
profile_0641,big_five_conscientiousness,0.031392219831477046,6
profile_0272,big_five_conscientiousness,0.2952373966817518,6
profile_0001,big_five_conscientiousness,-0.11349965510827816,6
profile_0052,big_five_conscientiousness,0.13935427619430105,6
profile_0535,big_five_conscientiousness,0.2903643579863232,6
profile_0753,big_five_conscientiousness,0.13728794074548512,6
profile_0066,big_five_conscientiousness,0.16309455426907518,6
profile_0754,big_five_conscientiousness,-0.10419373942734908,6
profile_0307,big_five_conscientiousness,0.2829672880886944,6
profile_0427,big_five_conscientiousness,0.10667368631161767,6
profile_0219,big_five_conscientiousness,0.06570883880288172,6
profile_0172,big_five_conscientiousness,0.08887716731883301,6
profile_0445,big_five_conscientiousness,0.14259991774864572,6
profile_0657,big_five_conscientiousness,0.3453279481139907,6
profile_0297,big_five_conscientiousness,-0.09991642721588724,6
profile_0287,big_five_conscientiousness,0.1203767546478559,6
profile_0794,big_five_conscientiousness,-0.037244518970225356,6
profile_0217,big_five_conscientiousness,0.10728099902149361,6
profile_0610,big_five_conscientiousness,-0.13447960590835914,6
profile_0253,big_five_conscientiousness,-0.26005951497986773,6
profile_0360,big_five_conscientiousness,-0.15883027372048156,6
profile_0345,big_five_conscientiousness,-0.11859169203329849,6
profile_0355,big_five_conscientiousness,0.2331659709927828,6
profile_0372,big_five_conscientiousness,0.33986488598377684,6
profile_0364,big_five_conscientiousness,-0.38376134403624734,6
profile_0391,big_five_conscientiousness,-0.21307277323253293,6
profile_0204,big_five_conscientiousness,0.3927712018558378,6
profile_0325,big_five_conscientiousness,-0.22382747561624736,6
profile_0176,big_five_conscientiousness,0.2697367591347093,6
profile_0785,big_five_conscientiousness,0.23545761969786946,6
profile_0778,big_five_conscientiousness,-0.034289222847550156,6
profile_0542,big_five_conscientiousness,0.270428745707187,6
profile_0063,big_five_conscientiousness,0.14552502283781413,6
profile_0433,big_five_conscientiousness,0.3298148847616654,6
profile_0663,big_five_conscientiousness,-0.16943878527379722,6
profile_0608,big_five_conscientiousness,0.2582388749793386,6
profile_0503,big_five_conscientiousness,-0.296205173932815,6
profile_0280,big_five_conscientiousness,-0.15728797851039567,6
profile_0694,big_five_conscientiousness,0.009375545543159263,6
profile_0717,big_five_conscientiousness,0.35157078600872377,6
profile_0521,big_five_conscientiousness,0.022802506224440636,6
profile_0673,big_five_conscientiousness,-0.26935577098704605,6
profile_0248,big_five_conscientiousness,-0.0014606420825266468,6
profile_0613,big_five_conscientiousness,-0.14229783284362027,6
profile_0688,big_five_conscientiousness,0.14732570607178158,6
profile_0293,big_five_conscientiousness,0.05181979939187286,6
profile_0749,big_five_conscientiousness,0.3168441731489878,6
profile_0143,big_five_conscientiousness,0.06028523522673635,6
profile_0475,big_five_conscientiousness,-0.1094988757746693,6
profile_0711,big_five_conscientiousness,-0.20670168098106664,6
profile_0726,big_five_conscientiousness,-0.19045357505421578,6
profile_0144,big_five_conscientiousness,-0.2925676898433127,6
profile_0486,big_five_conscientiousness,-0.017638912935523762,6
profile_0393,big_five_conscientiousness,-0.3222323595383183,6
profile_0509,big_five_conscientiousness,0.17616215397858964,6
profile_0111,big_five_conscientiousness,-0.10641943842240073,6
profile_0186,big_five_conscientiousness,-0.028884534425338684,6
profile_0019,big_five_conscientiousness,-0.21619180305418984,6
profile_0368,big_five_conscientiousness,-0.21988430762883598,6
profile_0167,big_five_conscientiousness,0.09970758864690013,6
profile_0416,big_five_conscientiousness,0.29938924702808956,6
profile_0005,big_five_conscientiousness,-0.04841412235576043,6
profile_0295,big_five_conscientiousness,-0.3868365878465761,6
profile_0649,big_five_conscientiousness,0.01820731695154125,6
profile_0718,big_five_conscientiousness,-0.24463818796966558,6
profile_0585,big_five_conscientiousness,-0.4026299429232137,6
profile_0458,big_five_conscientiousness,-0.1709754068733317,6
profile_0395,big_five_conscientiousness,-0.03905446629324688,6
profile_0269,big_five_conscientiousness,-0.19149131528781382,6
profile_0560,big_five_conscientiousness,0.31246847572325365,6
profile_0645,big_five_conscientiousness,-0.28664543300159295,6
profile_0669,big_five_conscientiousness,0.3676130979576245,6
profile_0096,big_five_conscientiousness,-0.09545644574803386,6
profile_0596,big_five_conscientiousness,0.035323231918229885,6
profile_0533,big_five_conscientiousness,-0.09332574118937878,6
profile_0472,big_five_conscientiousness,-0.11377259773266246,6
profile_0633,big_five_conscientiousness,-0.41563192587804165,6
profile_0519,big_five_conscientiousness,0.26838304545997493,6
profile_0745,big_five_conscientiousness,0.2632528545973726,6
profile_0308,big_five_conscientiousness,-0.25147482099995966,6
profile_0790,big_five_conscientiousness,-0.38403187641065656,6
profile_0353,big_five_conscientiousness,0.11026296770824269,6
profile_0131,big_five_conscientiousness,-0.03217388762101637,6
profile_0716,big_five_conscientiousness,0.20084699284288535,6
profile_0618,big_five_conscientiousness,-0.25512856860476263,6
profile_0590,big_five_conscientiousness,-0.08982746349353643,6
profile_0760,big_five_conscientiousness,0.25835865478916037,6
profile_0466,big_five_conscientiousness,-0.15612272177519745,6
profile_0233,big_five_conscientiousness,-0.2086453308665751,6
profile_0579,big_five_conscientiousness,-0.008465812858425403,6
profile_0065,big_five_conscientiousness,-0.17941365330621886,6
profile_0795,big_five_conscientiousness,-0.24429752251038578,6
profile_0076,big_five_extraversion,0.05032657959105258,6
profile_0775,big_five_extraversion,0.21017742505628975,6
profile_0390,big_five_extraversion,0.048833768281235784,6
profile_0747,big_five_extraversion,0.09521574050557853,6
profile_0424,big_five_extraversion,0.1794736996035273,6
profile_0397,big_five_extraversion,0.19113326567102604,6
profile_0165,big_five_extraversion,-0.22088730244139695,6
profile_0148,big_five_extraversion,0.16836918639822232,6
profile_0641,big_five_extraversion,0.10155196157826517,6
profile_0272,big_five_extraversion,0.3112758449039132,6
profile_0001,big_five_extraversion,-0.22274459776077735,6
profile_0052,big_five_extraversion,0.3166611217349022,6
profile_0535,big_five_extraversion,0.02544422578943213,6
profile_0753,big_five_extraversion,-0.34317937848712554,6
profile_0066,big_five_extraversion,0.2384642544472101,6
profile_0754,big_five_extraversion,0.18101554570055453,6
profile_0307,big_five_extraversion,0.027828402526800647,6
profile_0427,big_five_extraversion,0.1098589241865833,6
profile_0219,big_five_extraversion,-0.17267675982611516,6
profile_0172,big_five_extraversion,0.02120713812013037,6
profile_0445,big_five_extraversion,0.16033994805781324,6
profile_0657,big_five_extraversion,0.0426838126002226,6
profile_0297,big_five_extraversion,0.25631605075996633,6
profile_0287,big_five_extraversion,0.19274734919322026,6
profile_0794,big_five_extraversion,-0.21210351666788174,6
profile_0217,big_five_extraversion,0.20736807393250617,6
profile_0610,big_five_extraversion,0.1223717987497994,6
profile_0253,big_five_extraversion,-0.04267569942216045,6
profile_0360,big_five_extraversion,0.2105174262623894,6
profile_0345,big_five_extraversion,0.26502613740650716,6
profile_0355,big_five_extraversion,-0.24734306726436647,6
profile_0372,big_five_extraversion,-0.2521548744066324,6
profile_0364,big_five_extraversion,-0.1686319033564028,6
profile_0391,big_five_extraversion,0.004303943614093617,6
profile_0204,big_five_extraversion,-0.1386448877613011,6
profile_0325,big_five_extraversion,-0.2700670339622198,6
profile_0176,big_five_extraversion,-0.23357719053270257,6
profile_0785,big_five_extraversion,-0.0935948156317473,6
profile_0778,big_five_extraversion,0.0844653955256658,6
profile_0542,big_five_extraversion,-0.009402536555910269,6
profile_0063,big_five_extraversion,-0.07324115668971828,6
profile_0433,big_five_extraversion,0.0011667388288692743,6
profile_0663,big_five_extraversion,0.026991696821271744,6
profile_0608,big_five_extraversion,0.23450344603328982,6
profile_0503,big_five_extraversion,0.264213120847417,6
profile_0280,big_five_extraversion,0.051096044336054636,6
profile_0694,big_five_extraversion,0.17255296098769857,6
profile_0717,big_five_extraversion,-0.21441395120156215,6
profile_0521,big_five_extraversion,0.2994768291900321,6
profile_0673,big_five_extraversion,0.09299312457087949,6
profile_0248,big_five_extraversion,-0.2547969689222589,6
profile_0613,big_five_extraversion,0.09948922012950186,6
profile_0688,big_five_extraversion,-0.2164316718994229,6
profile_0293,big_five_extraversion,-0.1279026513632027,6
profile_0749,big_five_extraversion,-0.019701551908933877,6
profile_0143,big_five_extraversion,0.14773392621354717,6
profile_0475,big_five_extraversion,-0.03472333276753786,6
profile_0711,big_five_extraversion,-0.06041995683324652,6
profile_0726,big_five_extraversion,-0.0394892085730698,6
profile_0144,big_five_extraversion,-0.2622321521533521,6
profile_0486,big_five_extraversion,0.23521389522521885,6
profile_0393,big_five_extraversion,0.38897642915219516,6
profile_0509,big_five_extraversion,-0.14002895946898722,6
profile_0111,big_five_extraversion,-0.37677412717164604,6
profile_0186,big_five_extraversion,-0.2941081648167363,6
profile_0019,big_five_extraversion,-0.18752215256900948,6
profile_0368,big_five_extraversion,0.12397075887405803,6
profile_0167,big_five_extraversion,0.12710512293820111,6
profile_0416,big_five_extraversion,-0.10196503698000975,6
profile_0005,big_five_extraversion,0.25708906037543516,6
profile_0295,big_five_extraversion,-0.05594853842341506,6
profile_0649,big_five_extraversion,-0.01824955466156788,6
profile_0718,big_five_extraversion,0.013580056605993209,6
profile_0585,big_five_extraversion,-0.1827968745318055,6
profile_0458,big_five_extraversion,0.20567481739846163,6
profile_0395,big_five_extraversion,0.08414195260576682,6
profile_0269,big_five_extraversion,-0.07963925475041066,6
profile_0560,big_five_extraversion,-0.26128037552917993,6
profile_0645,big_five_extraversion,-0.1954546323983539,6
profile_0669,big_five_extraversion,0.24397219563078446,6
profile_0096,big_five_extraversion,-0.14780307554383093,6
profile_0596,big_five_extraversion,-0.23250651836960656,6
profile_0533,big_five_extraversion,0.08999548131425561,6
profile_0472,big_five_extraversion,0.22007002765521552,6
profile_0633,big_five_extraversion,-0.04574371029237429,6
profile_0519,big_five_extraversion,-0.20998385740152445,6
profile_0745,big_five_extraversion,-0.18582612289072759,6
profile_0308,big_five_extraversion,0.22272128562687626,6
profile_0790,big_five_extraversion,0.07339741095187705,6
profile_0353,big_five_extraversion,0.00482896316914475,6
profile_0131,big_five_extraversion,-0.21319145072676982,6
profile_0716,big_five_extraversion,0.035760361492238504,6
profile_0618,big_five_extraversion,0.21069624113751775,6
profile_0590,big_five_extraversion,-0.13201027319634948,6
profile_0760,big_five_extraversion,-0.2966693189552183,6
profile_0466,big_five_extraversion,0.10421029362256305,6
profile_0233,big_five_extraversion,-0.10123377951536239,6
profile_0579,big_five_extraversion,-0.08561789946204668,6
profile_0065,big_five_extraversion,-0.09905382510270339,6
profile_0795,big_five_extraversion,-0.2801548127845941,6
profile_0076,big_five_neuroticism,0.6499687349454988,6
profile_0775,big_five_neuroticism,0.6669586903262442,6
profile_0390,big_five_neuroticism,0.829932529627594,6
profile_0747,big_five_neuroticism,0.3881548304587141,6
profile_0424,big_five_neuroticism,0.5733246994676093,6
profile_0397,big_five_neuroticism,0.6771059028253817,6
profile_0165,big_five_neuroticism,0.852216867591853,6
profile_0148,big_five_neuroticism,0.1228550283888519,6
profile_0641,big_five_neuroticism,0.7937568116906816,6
profile_0272,big_five_neuroticism,0.15824177074736615,6
profile_0001,big_five_neuroticism,0.49324334403591796,6
profile_0052,big_five_neuroticism,0.04183697632832685,6
profile_0535,big_five_neuroticism,0.32068695544546183,6
profile_0753,big_five_neuroticism,0.4083254628942936,6
profile_0066,big_five_neuroticism,0.40414191687767137,6
profile_0754,big_five_neuroticism,0.14104592848972503,6
profile_0307,big_five_neuroticism,0.7900597148991295,6
profile_0427,big_five_neuroticism,-0.29802502832573374,6
profile_0219,big_five_neuroticism,0.19232898024994943,6
profile_0172,big_five_neuroticism,0.014551129033929291,6
profile_0445,big_five_neuroticism,-0.5702932829081944,6
profile_0657,big_five_neuroticism,-0.1871221300100653,6
profile_0297,big_five_neuroticism,0.26902354364070297,6
profile_0287,big_five_neuroticism,0.7276723320521817,6
profile_0794,big_five_neuroticism,0.8217225217892337,6
profile_0217,big_five_neuroticism,-0.44608385086133084,6
profile_0610,big_five_neuroticism,0.142897175503318,6
profile_0253,big_five_neuroticism,0.21846949702397753,6
profile_0360,big_five_neuroticism,0.7355763610419461,6
profile_0345,big_five_neuroticism,-0.1650401174518462,6
profile_0355,big_five_neuroticism,0.17929182798187107,6
profile_0372,big_five_neuroticism,-0.13208552347415353,6
profile_0364,big_five_neuroticism,0.605300905427555,6
profile_0391,big_five_neuroticism,0.3815240606895832,6
profile_0204,big_five_neuroticism,0.6100766713607786,6
profile_0325,big_five_neuroticism,0.7541763971947816,6
profile_0176,big_five_neuroticism,-0.40899268287496465,6
profile_0785,big_five_neuroticism,-0.6199887840066715,6
profile_0778,big_five_neuroticism,0.2981034185882648,6
profile_0542,big_five_neuroticism,0.5917212206826818,6
profile_0063,big_five_neuroticism,-0.23722801138827218,6
profile_0433,big_five_neuroticism,0.14751602408664144,6
profile_0663,big_five_neuroticism,-0.17012957370699838,6
profile_0608,big_five_neuroticism,-0.5256961525819221,6
profile_0503,big_five_neuroticism,-0.23995721314011786,6
profile_0280,big_five_neuroticism,0.6298363101480116,6
profile_0694,big_five_neuroticism,-0.16510907049354234,6
profile_0717,big_five_neuroticism,0.1942761516347489,6
profile_0521,big_five_neuroticism,-0.22682428397665522,6
profile_0673,big_five_neuroticism,0.42397561534750333,6
profile_0248,big_five_neuroticism,0.4718334479705398,6
