source,target,rho,abs_rho,source_label,target_label
profile_cont_big_five_conscientiousness_deliberation_pct,profile_cont_big_five_conscientiousness_order_pct,0.908238245447216,0.908238245447216,Big Five Conscientiousness Deliberation %,Big Five Conscientiousness Order %
profile_cont_big_five_conscientiousness_deliberation_pct,profile_cont_big_five_conscientiousness_self_discipline_pct,0.8938836133210615,0.8938836133210615,Big Five Conscientiousness Deliberation %,Big Five Conscientiousness Self Discipline %
profile_cont_big_five_conscientiousness_dutifulness_pct,profile_cont_big_five_conscientiousness_mean_pct,0.935169516951695,0.935169516951695,Big Five Conscientiousness Dutifulness %,Big Five Conscientiousness Mean %
profile_cont_big_five_conscientiousness_dutifulness_pct,profile_cont_big_five_conscientiousness_order_pct,0.8462036976071796,0.8462036976071796,Big Five Conscientiousness Dutifulness %,Big Five Conscientiousness Order %
profile_cont_big_five_conscientiousness_dutifulness_pct,profile_cont_big_five_conscientiousness_self_discipline_pct,0.8616605060387228,0.8616605060387228,Big Five Conscientiousness Dutifulness %,Big Five Conscientiousness Self Discipline %
profile_cont_big_five_conscientiousness_dutifulness_pct,profile_cont_big_five_extraversion_positive_emotions_pct,0.17429318108799996,0.17429318108799996,Big Five Conscientiousness Dutifulness %,Big Five Extraversion Positive Emotions %
profile_cont_big_five_conscientiousness_mean_pct,profile_cont_big_five_conscientiousness_order_pct,0.9512208294250427,0.9512208294250427,Big Five Conscientiousness Mean %,Big Five Conscientiousness Order %
profile_cont_big_five_conscientiousness_mean_pct,profile_cont_big_five_conscientiousness_self_discipline_pct,0.940629350554995,0.940629350554995,Big Five Conscientiousness Mean %,Big Five Conscientiousness Self Discipline %
profile_cont_big_five_conscientiousness_order_pct,profile_cont_big_five_conscientiousness_self_discipline_pct,0.880789933227977,0.880789933227977,Big Five Conscientiousness Order %,Big Five Conscientiousness Self Discipline %
profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_assertiveness_pct,0.9142318794276048,0.9142318794276048,Big Five Extraversion Activity Level %,Big Five Extraversion Assertiveness %
profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_excitement_seeking_pct,0.8877623889774073,0.8877623889774073,Big Five Extraversion Activity Level %,Big Five Extraversion Excitement Seeking %
profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_gregariousness_pct,0.9206346349532178,0.9206346349532178,Big Five Extraversion Activity Level %,Big Five Extraversion Gregariousness %
profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_mean_pct,0.9636508199527177,0.9636508199527177,Big Five Extraversion Activity Level %,Big Five Extraversion Mean %
profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_positive_emotions_pct,0.9127890929336478,0.9127890929336478,Big Five Extraversion Activity Level %,Big Five Extraversion Positive Emotions %
profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_warmth_pct,0.9088257798403345,0.9088257798403345,Big Five Extraversion Activity Level %,Big Five Extraversion Warmth %
profile_cont_big_five_extraversion_assertiveness_pct,profile_cont_big_five_extraversion_excitement_seeking_pct,0.8930144503671611,0.8930144503671611,Big Five Extraversion Assertiveness %,Big Five Extraversion Excitement Seeking %
profile_cont_big_five_extraversion_assertiveness_pct,profile_cont_big_five_extraversion_gregariousness_pct,0.9011545223793722,0.9011545223793722,Big Five Extraversion Assertiveness %,Big Five Extraversion Gregariousness %
profile_cont_big_five_extraversion_assertiveness_pct,profile_cont_big_five_extraversion_mean_pct,0.9555864254061173,0.9555864254061173,Big Five Extraversion Assertiveness %,Big Five Extraversion Mean %
profile_cont_big_five_extraversion_assertiveness_pct,profile_cont_big_five_extraversion_positive_emotions_pct,0.904148964666117,0.904148964666117,Big Five Extraversion Assertiveness %,Big Five Extraversion Positive Emotions %
profile_cont_big_five_extraversion_assertiveness_pct,profile_cont_big_five_extraversion_warmth_pct,0.8821503263149865,0.8821503263149865,Big Five Extraversion Assertiveness %,Big Five Extraversion Warmth %
profile_cont_big_five_extraversion_excitement_seeking_pct,profile_cont_big_five_extraversion_gregariousness_pct,0.9013945900699322,0.9013945900699322,Big Five Extraversion Excitement Seeking %,Big Five Extraversion Gregariousness %
profile_cont_big_five_extraversion_excitement_seeking_pct,profile_cont_big_five_extraversion_mean_pct,0.9469679472526772,0.9469679472526772,Big Five Extraversion Excitement Seeking %,Big Five Extraversion Mean %
profile_cont_big_five_extraversion_excitement_seeking_pct,profile_cont_big_five_extraversion_positive_emotions_pct,0.895753695113389,0.895753695113389,Big Five Extraversion Excitement Seeking %,Big Five Extraversion Positive Emotions %
profile_cont_big_five_extraversion_excitement_seeking_pct,profile_cont_big_five_extraversion_warmth_pct,0.8891529319319068,0.8891529319319068,Big Five Extraversion Excitement Seeking %,Big Five Extraversion Warmth %
profile_cont_big_five_extraversion_excitement_seeking_pct,profile_cont_big_five_neuroticism_anger_hostility_pct,-0.15875949643119466,0.15875949643119466,Big Five Extraversion Excitement Seeking %,Big Five Neuroticism Anger Hostility %
profile_cont_big_five_extraversion_gregariousness_pct,profile_cont_big_five_extraversion_mean_pct,0.9556164284964357,0.9556164284964357,Big Five Extraversion Gregariousness %,Big Five Extraversion Mean %
profile_cont_big_five_extraversion_gregariousness_pct,profile_cont_big_five_extraversion_positive_emotions_pct,0.8835301604994705,0.8835301604994705,Big Five Extraversion Gregariousness %,Big Five Extraversion Positive Emotions %
profile_cont_big_five_extraversion_gregariousness_pct,profile_cont_big_five_extraversion_warmth_pct,0.8994446264632108,0.8994446264632108,Big Five Extraversion Gregariousness %,Big Five Extraversion Warmth %
profile_cont_big_five_extraversion_gregariousness_pct,profile_cont_big_five_neuroticism_anger_hostility_pct,-0.16568555090693773,0.16568555090693773,Big Five Extraversion Gregariousness %,Big Five Neuroticism Anger Hostility %
profile_cont_big_five_extraversion_mean_pct,profile_cont_big_five_extraversion_positive_emotions_pct,0.9589995474620571,0.9589995474620571,Big Five Extraversion Mean %,Big Five Extraversion Positive Emotions %
profile_cont_big_five_extraversion_mean_pct,profile_cont_big_five_extraversion_warmth_pct,0.9550361551299892,0.9550361551299892,Big Five Extraversion Mean %,Big Five Extraversion Warmth %
profile_cont_big_five_extraversion_mean_pct,profile_cont_big_five_neuroticism_anger_hostility_pct,-0.15554388756457063,0.15554388756457063,Big Five Extraversion Mean %,Big Five Neuroticism Anger Hostility %
profile_cont_big_five_extraversion_positive_emotions_pct,profile_cont_big_five_extraversion_warmth_pct,0.9253388302334928,0.9253388302334928,Big Five Extraversion Positive Emotions %,Big Five Extraversion Warmth %
profile_cont_big_five_extraversion_warmth_pct,profile_cont_big_five_neuroticism_anger_hostility_pct,-0.18019412816885927,0.18019412816885927,Big Five Extraversion Warmth %,Big Five Neuroticism Anger Hostility %
profile_cont_big_five_extraversion_warmth_pct,profile_cont_big_five_neuroticism_anxiety_pct,-0.17305020718454991,0.17305020718454991,Big Five Extraversion Warmth %,Big Five Neuroticism Anxiety %
profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_anxiety_pct,0.9198101320485745,0.9198101320485745,Big Five Neuroticism Anger Hostility %,Big Five Neuroticism Anxiety %
profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_depression_pct,0.9182977231662858,0.9182977231662858,Big Five Neuroticism Anger Hostility %,Big Five Neuroticism Depression %
profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_impulsiveness_pct,0.9306258139130547,0.9306258139130547,Big Five Neuroticism Anger Hostility %,Big Five Neuroticism Impulsiveness %
profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_mean_pct,0.9618566136187873,0.9618566136187873,Big Five Neuroticism Anger Hostility %,Big Five Neuroticism Mean %
profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_self_consciousness_pct,0.9016832188184463,0.9016832188184463,Big Five Neuroticism Anger Hostility %,Big Five Neuroticism Self Consciousness %
profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,0.8933403354633715,0.8933403354633715,Big Five Neuroticism Anger Hostility %,Big Five Neuroticism Stress Vulnerability %
profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_openness_to_experience_feelings_pct,-0.16314271912606326,0.16314271912606326,Big Five Neuroticism Anger Hostility %,Big Five Openness To Experience Feelings %
profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_neuroticism_depression_pct,0.9262658852110379,0.9262658852110379,Big Five Neuroticism Anxiety %,Big Five Neuroticism Depression %
profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_neuroticism_impulsiveness_pct,0.9140143063570269,0.9140143063570269,Big Five Neuroticism Anxiety %,Big Five Neuroticism Impulsiveness %
profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_neuroticism_mean_pct,0.967412666411459,0.967412666411459,Big Five Neuroticism Anxiety %,Big Five Neuroticism Mean %
profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_neuroticism_self_consciousness_pct,0.9237737186600352,0.9237737186600352,Big Five Neuroticism Anxiety %,Big Five Neuroticism Self Consciousness %
profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,0.919899540946771,0.919899540946771,Big Five Neuroticism Anxiety %,Big Five Neuroticism Stress Vulnerability %
profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,-0.18256447188868516,0.18256447188868516,Big Five Neuroticism Anxiety %,Big Five Openness To Experience Fantasy %
profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_openness_to_experience_feelings_pct,-0.1940561381828321,0.1940561381828321,Big Five Neuroticism Anxiety %,Big Five Openness To Experience Feelings %
profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_openness_to_experience_values_pct,-0.16229994179033722,0.16229994179033722,Big Five Neuroticism Anxiety %,Big Five Openness To Experience Values %
profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_neuroticism_impulsiveness_pct,0.912999777134775,0.912999777134775,Big Five Neuroticism Depression %,Big Five Neuroticism Impulsiveness %
profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_neuroticism_mean_pct,0.9693947384081095,0.9693947384081095,Big Five Neuroticism Depression %,Big Five Neuroticism Mean %
profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_neuroticism_self_consciousness_pct,0.9432503893554063,0.9432503893554063,Big Five Neuroticism Depression %,Big Five Neuroticism Self Consciousness %
profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,0.901349113059142,0.901349113059142,Big Five Neuroticism Depression %,Big Five Neuroticism Stress Vulnerability %
profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_openness_to_experience_actions_pct,-0.1831270348606106,0.1831270348606106,Big Five Neuroticism Depression %,Big Five Openness To Experience Actions %
profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,-0.1857101710058049,0.1857101710058049,Big Five Neuroticism Depression %,Big Five Openness To Experience Fantasy %
profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_openness_to_experience_feelings_pct,-0.2039655300247301,0.2039655300247301,Big Five Neuroticism Depression %,Big Five Openness To Experience Feelings %
profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_openness_to_experience_mean_pct,-0.17170153310882164,0.17170153310882164,Big Five Neuroticism Depression %,Big Five Openness To Experience Mean %
profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_openness_to_experience_values_pct,-0.17845258291523866,0.17845258291523866,Big Five Neuroticism Depression %,Big Five Openness To Experience Values %
profile_cont_big_five_neuroticism_impulsiveness_pct,profile_cont_big_five_neuroticism_mean_pct,0.9589107678134002,0.9589107678134002,Big Five Neuroticism Impulsiveness %,Big Five Neuroticism Mean %
profile_cont_big_five_neuroticism_impulsiveness_pct,profile_cont_big_five_neuroticism_self_consciousness_pct,0.9184023715459751,0.9184023715459751,Big Five Neuroticism Impulsiveness %,Big Five Neuroticism Self Consciousness %
profile_cont_big_five_neuroticism_impulsiveness_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,0.9011968965583721,0.9011968965583721,Big Five Neuroticism Impulsiveness %,Big Five Neuroticism Stress Vulnerability %
profile_cont_big_five_neuroticism_impulsiveness_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,-0.15259754872428422,0.15259754872428422,Big Five Neuroticism Impulsiveness %,Big Five Openness To Experience Fantasy %
profile_cont_big_five_neuroticism_impulsiveness_pct,profile_cont_big_five_openness_to_experience_feelings_pct,-0.1822049535770415,0.1822049535770415,Big Five Neuroticism Impulsiveness %,Big Five Openness To Experience Feelings %
profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_neuroticism_self_consciousness_pct,0.9632547744074353,0.9632547744074353,Big Five Neuroticism Mean %,Big Five Neuroticism Self Consciousness %
profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,0.9488478173589767,0.9488478173589767,Big Five Neuroticism Mean %,Big Five Neuroticism Stress Vulnerability %
profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_openness_to_experience_actions_pct,-0.1517287320844845,0.1517287320844845,Big Five Neuroticism Mean %,Big Five Openness To Experience Actions %
profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,-0.1787480197910879,0.1787480197910879,Big Five Neuroticism Mean %,Big Five Openness To Experience Fantasy %
profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_openness_to_experience_feelings_pct,-0.19736210456992348,0.19736210456992348,Big Five Neuroticism Mean %,Big Five Openness To Experience Feelings %
profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_openness_to_experience_mean_pct,-0.1527992799279928,0.1527992799279928,Big Five Neuroticism Mean %,Big Five Openness To Experience Mean %
profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_openness_to_experience_values_pct,-0.15591273647885745,0.15591273647885745,Big Five Neuroticism Mean %,Big Five Openness To Experience Values %
profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,0.891858076066476,0.891858076066476,Big Five Neuroticism Self Consciousness %,Big Five Neuroticism Stress Vulnerability %
profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_openness_to_experience_actions_pct,-0.1667816873325119,0.1667816873325119,Big Five Neuroticism Self Consciousness %,Big Five Openness To Experience Actions %
profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,-0.18233315631167218,0.18233315631167218,Big Five Neuroticism Self Consciousness %,Big Five Openness To Experience Fantasy %
profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_openness_to_experience_feelings_pct,-0.18629365929556896,0.18629365929556896,Big Five Neuroticism Self Consciousness %,Big Five Openness To Experience Feelings %
profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_openness_to_experience_mean_pct,-0.16272671359037172,0.16272671359037172,Big Five Neuroticism Self Consciousness %,Big Five Openness To Experience Mean %
profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_openness_to_experience_values_pct,-0.1618769578159847,0.1618769578159847,Big Five Neuroticism Self Consciousness %,Big Five Openness To Experience Values %
profile_cont_big_five_neuroticism_stress_vulnerability_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,-0.16678068647023728,0.16678068647023728,Big Five Neuroticism Stress Vulnerability %,Big Five Openness To Experience Fantasy %
profile_cont_big_five_neuroticism_stress_vulnerability_pct,profile_cont_big_five_openness_to_experience_feelings_pct,-0.20564337089673615,0.20564337089673615,Big Five Neuroticism Stress Vulnerability %,Big Five Openness To Experience Feelings %
profile_cont_big_five_neuroticism_stress_vulnerability_pct,profile_cont_big_five_openness_to_experience_values_pct,-0.15876064086156572,0.15876064086156572,Big Five Neuroticism Stress Vulnerability %,Big Five Openness To Experience Values %
profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_aesthetics_pct,0.9024679330621509,0.9024679330621509,Big Five Openness To Experience Actions %,Big Five Openness To Experience Aesthetics %
profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,0.9211131960074187,0.9211131960074187,Big Five Openness To Experience Actions %,Big Five Openness To Experience Fantasy %
profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_feelings_pct,0.9164623821089372,0.9164623821089372,Big Five Openness To Experience Actions %,Big Five Openness To Experience Feelings %
profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_ideas_pct,0.9129679421275732,0.9129679421275732,Big Five Openness To Experience Actions %,Big Five Openness To Experience Ideas %
profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_mean_pct,0.9578041239732796,0.9578041239732796,Big Five Openness To Experience Actions %,Big Five Openness To Experience Mean %
profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_values_pct,0.8933711011379188,0.8933711011379188,Big Five Openness To Experience Actions %,Big Five Openness To Experience Values %
profile_cont_big_five_openness_to_experience_aesthetics_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,0.9154495157399518,0.9154495157399518,Big Five Openness To Experience Aesthetics %,Big Five Openness To Experience Fantasy %
profile_cont_big_five_openness_to_experience_aesthetics_pct,profile_cont_big_five_openness_to_experience_feelings_pct,0.8971352447703517,0.8971352447703517,Big Five Openness To Experience Aesthetics %,Big Five Openness To Experience Feelings %
profile_cont_big_five_openness_to_experience_aesthetics_pct,profile_cont_big_five_openness_to_experience_ideas_pct,0.8922933827372762,0.8922933827372762,Big Five Openness To Experience Aesthetics %,Big Five Openness To Experience Ideas %
profile_cont_big_five_openness_to_experience_aesthetics_pct,profile_cont_big_five_openness_to_experience_mean_pct,0.9540948586928761,0.9540948586928761,Big Five Openness To Experience Aesthetics %,Big Five Openness To Experience Mean %
profile_cont_big_five_openness_to_experience_aesthetics_pct,profile_cont_big_five_openness_to_experience_values_pct,0.906881498017209,0.906881498017209,Big Five Openness To Experience Aesthetics %,Big Five Openness To Experience Values %
