profile_id,mean_baseline_score,mean_post_score,mean_signed_delta_score,mean_abs_delta_score,mean_baseline_abs_score,mean_exposure_quality_score,mean_attack_realism_score,mean_attack_coherence_score,mean_post_plausibility_score,mean_post_consistency_score,mean_network_exposure_score,mean_network_exposure_delta_score,mean_network_exposure_abs_delta_score,mean_network_exposure_confidence,mean_network_exposure_peer_mean,mean_network_exposure_peer_exposure_weighted_mean,mean_post_attack_network_score,mean_post_attack_network_delta_from_baseline,mean_post_attack_network_abs_delta_from_baseline,mean_post_attack_network_increment_from_private_post,mean_post_attack_network_abs_increment_from_private_post,mean_post_attack_network_adversarial_effectivity,mean_post_attack_network_increment_adversarial_effectivity,mean_post_attack_network_confidence,mean_post_attack_network_peer_post_mean,mean_post_attack_network_peer_delta_mean,mean_post_attack_network_peer_exposure_weighted_post_mean,mean_post_attack_network_peer_exposure_weighted_delta_mean,mean_network_exposure_full_incoming_peer_count,mean_network_exposure_scored_peer_count,mean_network_exposure_exemplar_count,mean_network_exposure_full_incoming_exposure_weight,mean_network_exposure_scored_exposure_weight,mean_network_exposure_peer_sd,mean_post_attack_network_full_incoming_peer_count,mean_post_attack_network_scored_same_condition_peer_count,mean_post_attack_network_exemplar_count,mean_post_attack_network_full_incoming_exposure_weight,mean_post_attack_network_scored_exposure_weight,mean_ae_private,mean_bn_increment,mean_pn_increment,mean_ae_total_network,mean_pn_increment_effectivity,mean_peer_private_attack_activation,n_attacked_opinion_leaves,mean_adversarial_effectivity,profile_cat__profile_cat_sex_Female,profile_cat__profile_cat_sex_Male,profile_cat__profile_cat_sex_Other,profile_cont_big_five_agreeableness_altruism_pct,profile_cont_big_five_agreeableness_compliance_pct,profile_cont_big_five_agreeableness_mean_pct,profile_cont_big_five_agreeableness_modesty_pct,profile_cont_big_five_agreeableness_straightforwardness_pct,profile_cont_big_five_agreeableness_tender_mindedness_pct,profile_cont_big_five_agreeableness_trust_pct,profile_cont_big_five_conscientiousness_achievement_striving_pct,profile_cont_big_five_conscientiousness_competence_pct,profile_cont_big_five_conscientiousness_deliberation_pct,profile_cont_big_five_conscientiousness_dutifulness_pct,profile_cont_big_five_conscientiousness_mean_pct,profile_cont_big_five_conscientiousness_order_pct,profile_cont_big_five_conscientiousness_self_discipline_pct,profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_assertiveness_pct,profile_cont_big_five_extraversion_excitement_seeking_pct,profile_cont_big_five_extraversion_gregariousness_pct,profile_cont_big_five_extraversion_mean_pct,profile_cont_big_five_extraversion_positive_emotions_pct,profile_cont_big_five_extraversion_warmth_pct,profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_neuroticism_impulsiveness_pct,profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_aesthetics_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,profile_cont_big_five_openness_to_experience_feelings_pct,profile_cont_big_five_openness_to_experience_ideas_pct,profile_cont_big_five_openness_to_experience_mean_pct,profile_cont_big_five_openness_to_experience_values_pct,profile_cont_chronological_age,profile_cont_heuristic_shift_sensitivity_proxy,profile_cont_resilience_index
profile_0131,-78.68571428571428,-85.2,-6.514285714285714,30.057142857142857,387.37142857142857,0.44,,,0.9062857142857143,0.9337142857142857,-66.42857142857143,12.257142857142858,187.0,0.7371428571428572,-67.81142857142858,-56.46072857142857,-89.51428571428572,-10.82857142857143,46.542857142857144,-4.314285714285714,16.485714285714284,46.542857142857144,16.485714285714284,0.6542857142857144,-69.87545999999999,-5.727025714285714,-59.488997142857144,-5.144902857142857,25.0,25.0,8.0,4.7511,4.7511,206.95124285714286,24.571428571428573,24.571428571428573,7.685714285714286,9.9742,9.974194285714285,30.057142857142857,12.257142857142858,-4.314285714285714,46.542857142857144,16.485714285714284,29.110337142857144,35,30.057142857142857,0.0,0.0,1.0,93.291,97.873,93.91,94.226,100.0,85.535,92.534,33.971,54.358,45.519,49.054,46.915,46.398,52.19,8.022,7.581,4.611,8.507,10.126,32.035,0.0,34.674,23.429,27.971,23.927,24.316,20.347,15.551,35.21,39.209,36.635,29.518,36.954,37.322,46.404,28.0,0.4122,0.5878
profile_0143,122.14285714285714,119.74285714285715,-2.4,30.057142857142857,331.51428571428573,0.44,,,0.9105714285714285,0.9242857142857144,103.42857142857143,-18.714285714285715,167.17142857142858,0.7128571428571429,-28.104757142857142,-6.730642857142862,115.45714285714286,-6.685714285714286,44.0,-4.285714285714286,13.942857142857143,44.0,13.942857142857143,0.6594285714285715,-73.23006857142857,-7.019391428571429,-85.12559428571429,-6.702185714285714,15.0,15.0,8.0,2.825,2.825,220.06142857142856,25.37142857142857,25.37142857142857,7.742857142857143,9.866211428571429,9.866211428571429,30.057142857142857,-18.714285714285715,-4.285714285714286,44.0,13.942857142857143,28.561705714285715,35,30.057142857142857,0.0,1.0,0.0,42.187,53.575,46.944,47.272,52.256,36.675,49.698,31.803,38.942,40.726,21.22,29.25,24.774,18.033,65.576,66.992,64.647,57.009,65.845,78.886,61.96,50.951,29.426,34.439,36.345,34.737,28.501,28.76,43.961,47.915,38.931,38.908,28.705,42.188,54.707,78.0,0.4879,0.5121
profile_0144,-23.4,-27.057142857142857,-3.657142857142857,27.02857142857143,269.0,0.44,,,0.9091428571428571,0.9302857142857144,-46.0,-22.6,154.65714285714284,0.7071428571428572,-34.87215714285714,-26.137700000000002,-29.428571428571427,-6.0285714285714285,38.94285714285714,-2.3714285714285714,13.914285714285715,38.94285714285714,11.914285714285715,0.65,-61.864917142857145,-5.873617142857142,-64.50481714285714,-6.083234285714286,38.0,38.0,8.0,8.9708,8.9708,218.44055714285713,27.257142857142856,27.257142857142856,7.885714285714286,11.718805714285715,11.718797142857142,27.02857142857143,-22.6,-2.3714285714285714,38.94285714285714,11.914285714285715,29.090617142857145,35,27.02857142857143,0.0,0.0,1.0,56.167,56.05,53.207,59.128,47.408,54.014,46.477,92.625,87.605,73.252,74.624,76.887,65.777,67.436,4.696,6.877,2.616,0.0,3.661,5.887,1.889,42.809,33.7,27.759,39.949,35.403,29.573,38.63,86.677,76.805,76.498,90.035,80.419,80.691,73.713,38.0,0.3473,0.6527
profile_0148,-90.28571428571429,-93.74285714285715,-3.4571428571428573,28.885714285714286,324.0571428571429,0.44,,,0.9071428571428571,0.935142857142857,-140.85714285714286,-50.57142857142857,192.9142857142857,0.6914285714285714,-53.642871428571425,-25.74471428571428,-97.57142857142857,-7.285714285714286,45.0,-3.8285714285714287,16.228571428571428,45.0,16.114285714285714,0.6425714285714287,-57.58956571428572,-6.516437142857143,-52.20522285714285,-6.691991428571429,6.0,6.0,6.0,1.2076,1.2076,236.21735714285714,24.085714285714285,24.085714285714285,7.857142857142857,8.647237142857144,8.647234285714287,28.885714285714286,-50.57142857142857,-3.8285714285714287,45.0,16.114285714285714,28.63399142857143,35,28.885714285714286,0.0,0.0,1.0,45.217,27.589,39.395,45.496,36.637,46.98,34.45,51.661,28.446,38.655,53.025,37.782,25.433,29.472,68.669,69.952,78.473,55.941,69.093,70.342,71.18,45.617,55.611,52.557,51.034,53.816,66.668,51.41,81.024,72.68,76.582,95.876,80.232,80.757,78.146,28.0,0.5069,0.4931
profile_0165,-177.0,-182.74285714285713,-5.742857142857143,31.4,456.54285714285714,0.44,,,0.9168571428571427,0.9228571428571428,-164.85714285714286,12.142857142857142,203.4,0.74,-41.964285714285715,-38.7705,-186.68571428571428,-9.685714285714285,45.8,-3.942857142857143,15.028571428571428,45.8,14.4,0.658,-63.65186857142857,-7.11258,-52.254180000000005,-7.293171428571428,16.0,16.0,8.0,3.4593,3.4593,226.54694285714285,27.4,27.4,7.171428571428572,11.681448571428572,11.681442857142857,31.4,12.142857142857142,-3.942857142857143,45.8,14.4,31.44070285714286,35,31.4,0.0,1.0,0.0,40.928,47.212,44.662,50.758,39.646,52.894,36.535,14.152,7.162,0.0,7.591,9.123,11.359,14.475,30.493,24.297,2.656,24.698,17.421,7.854,14.527,88.688,100.0,100.0,100.0,96.966,94.991,98.119,44.511,49.074,45.396,65.708,24.43,47.494,55.845,48.0,0.7758,0.2242
profile_0167,54.714285714285715,52.57142857142857,-2.142857142857143,27.057142857142857,315.57142857142856,0.44,,,0.9085714285714286,0.9271428571428573,43.0,-11.714285714285714,155.14285714285714,0.7114285714285714,-80.71428571428571,-64.40362857142858,47.714285714285715,-7.0,44.48571428571429,-4.857142857142857,17.428571428571427,44.48571428571429,17.428571428571427,0.6662857142857143,-62.00514285714285,-6.299482857142857,-63.574465714285715,-6.576268571428571,8.0,8.0,8.0,1.3142,1.3142,175.3974,24.17142857142857,24.17142857142857,7.914285714285715,7.786345714285715,7.786342857142857,27.057142857142857,-11.714285714285714,-4.857142857142857,44.48571428571429,17.428571428571427,29.427245714285714,35,27.057142857142857,0.0,0.0,1.0,79.535,86.431,80.931,84.235,84.633,68.609,82.141,36.321,40.615,23.917,45.228,34.591,27.44,34.025,70.124,61.843,74.814,58.316,64.365,60.273,60.822,31.078,45.682,31.059,22.78,31.391,26.764,30.984,23.498,37.829,24.232,33.835,43.192,34.245,42.884,18.0,0.4707,0.5293
profile_0172,120.77142857142857,115.0,-5.771428571428571,29.485714285714284,363.9714285714286,0.44,,,0.8862857142857142,0.8957142857142858,97.57142857142857,-23.2,152.62857142857143,0.7257142857142856,-43.377028571428575,-46.045928571428576,109.02857142857142,-11.742857142857142,46.371428571428574,-5.9714285714285715,17.4,46.371428571428574,16.885714285714286,0.6577142857142857,-52.577377142857145,-6.234842857142857,-57.738931428571426,-6.169365714285714,61.0,61.0,8.0,34.241,34.241,220.1480285714286,28.771428571428572,28.771428571428572,7.9714285714285715,12.75876857142857,12.758762857142857,29.485714285714284,-23.2,-5.9714285714285715,46.371428571428574,16.885714285714286,28.96666857142857,35,29.485714285714284,0.0,0.0,1.0,100.0,99.154,98.129,100.0,92.667,100.0,96.951,32.264,41.027,34.098,35.914,34.419,39.609,23.603,86.433,62.04,58.178,85.333,71.437,62.104,74.535,38.066,53.944,58.882,40.8,48.345,57.884,40.496,82.867,55.044,79.621,73.586,74.797,73.495,75.053,22.0,0.4997,0.5003
profile_0176,-220.4,-225.02857142857144,-4.628571428571429,31.2,357.8857142857143,0.44,,,0.9028571428571428,0.9334285714285715,-245.71428571428572,-25.314285714285713,139.54285714285714,0.6628571428571428,-25.18254285714286,-22.69994285714285,-230.11428571428573,-9.714285714285714,46.857142857142854,-5.085714285714285,15.657142857142857,46.857142857142854,15.657142857142857,0.6537142857142857,-39.840714285714284,-4.764042857142857,-35.31395142857143,-4.730471428571429,18.0,18.0,8.0,5.1292,5.1292,190.22324285714285,26.857142857142858,26.857142857142858,7.485714285714286,11.659482857142857,11.659477142857144,31.2,-25.314285714285713,-5.085714285714285,46.857142857142854,15.657142857142857,28.576402857142856,35,31.2,0.0,0.0,1.0,32.118,35.644,29.151,8.409,36.856,33.023,28.856,6.128,6.211,9.273,0.0,10.125,9.196,29.943,25.293,14.389,21.928,32.829,22.951,17.915,25.355,22.139,26.939,36.875,16.001,25.234,36.656,12.795,88.992,81.987,90.581,99.191,94.739,91.523,93.649,25.0,0.4426,0.5574
profile_0186,16.857142857142858,11.714285714285714,-5.142857142857143,28.914285714285715,361.25714285714287,0.44,,,0.9174285714285714,0.9337142857142857,-15.428571428571429,-32.285714285714285,161.82857142857142,0.7314285714285713,-48.464299999999994,-33.79992857142857,8.342857142857143,-8.514285714285714,44.17142857142857,-3.3714285714285714,15.257142857142858,44.17142857142857,15.257142857142858,0.6614285714285714,-59.01524571428572,-5.51918,-50.61173714285714,-5.328785714285714,32.0,32.0,8.0,20.0036,20.0036,221.8003857142857,24.685714285714287,24.685714285714287,7.742857142857143,8.027854285714286,8.027854285714286,28.914285714285715,-32.285714285714285,-3.3714285714285714,44.17142857142857,15.257142857142858,28.446477142857145,35,28.914285714285715,0.0,1.0,0.0,89.479,92.834,90.498,85.298,99.605,95.134,80.637,62.733,54.698,47.901,73.003,59.352,53.152,64.627,20.668,7.234,21.321,31.228,23.019,22.116,35.55,30.887,14.64,19.218,25.128,23.402,13.073,37.467,78.768,88.313,68.494,77.147,66.243,75.356,73.169,46.0,0.3432,0.6568
profile_0204,-172.54285714285714,-184.02857142857144,-11.485714285714286,32.05714285714286,437.57142857142856,0.44,,,0.9322857142857144,0.946,-204.28571428571428,-31.742857142857144,176.42857142857142,0.7342857142857143,-33.60421428571428,-37.253142857142855,-189.8,-17.257142857142856,46.8,-5.771428571428571,14.742857142857142,46.8,14.742857142857142,0.6508571428571429,-43.66983714285715,-5.040951428571429,-37.14275142857143,-5.082102857142857,61.0,61.0,8.0,32.0331,32.0331,221.95864285714285,25.37142857142857,25.37142857142857,7.942857142857143,9.11190857142857,9.11190857142857,32.05714285714286,-31.742857142857144,-5.771428571428571,46.8,14.742857142857142,28.622205714285712,35,32.05714285714286,1.0,0.0,0.0,8.513,17.336,12.915,10.847,18.127,6.259,16.406,3.438,0.0,0.0,7.847,4.17,13.736,0.0,41.173,36.546,14.164,33.358,27.4,16.061,23.099,74.339,100.0,81.405,64.813,80.023,75.399,84.185,22.535,19.36,9.868,25.573,21.311,19.212,16.623,54.0,0.7472,0.2528
